"hh","rule","source","n_flagged_train","errors_train","precision_train","precision_train_lcb","n_flagged_holdout","errors_caught_holdout","precision_holdout","recall_holdout","dollar_recall_holdout","workload_pct_holdout","n_flagged_any","errors_caught_any","precision_any","recall_any","dollar_recall_any","workload_pct_any"
"1","children_i <=    0.500 & count_divisible_by_100 <=    0.500 & shelter_expenses_by_hh_size > 1990.000 & unc_rawben_rel_max <=   -0.375","ranger",12,8,0.6667,0.347,4,3,0.75,0.0079,0.0101,0.018,4,3,0.75,0.0016,0.0029,0.017
"1","shelter_expenses_by_hh_size > 2040.000 & unc_rawben_rel_max <=   -0.696","ranger",11,7,0.6364,0.3116,3,3,1,0.0079,0.0101,0.013,4,4,1,0.0022,0.0032,0.017
"1","count_divisible_by_100 <=    0.500 & shelter_expenses_by_hh_size > 1780.000 & unc_rawben_rel_max <=   -0.782","ranger",14,8,0.5714,0.2895,6,3,0.5,0.0079,0.0101,0.027,7,4,0.5714,0.0022,0.0032,0.029
"1","months_since_cert_n >    3.500 & shelter_expenses_by_hh_size > 1680.000 & unc_rawben_rel_max <=   -0.534","ranger",14,8,0.5714,0.2895,6,3,0.5,0.0079,0.0101,0.027,6,3,0.5,0.0016,0.0029,0.025
"1","married <=    0.500 & shelter_expenses_by_hh_size > 1890.000 & unc_rawben_rel_max <=   -0.696","ranger",12,7,0.5833,0.2814,4,3,0.75,0.0079,0.0101,0.018,4,3,0.75,0.0016,0.0029,0.017
"1","months_since_cert_n <=   30.500 & shelter_expenses_by_hh_size > 2040.000 & total_deductions_by_hh_size <= 2050.000 & unc_rawben_rel_max <=   -0.375","ranger",12,7,0.5833,0.2814,3,3,1,0.0079,0.0101,0.013,4,4,1,0.0022,0.0032,0.017
"1","months_since_cert_n >    3.500 & shelter_expenses_by_hh_size > 1480.000 & total_deductions_by_hh_size >  690.000 & unc_rawben_rel_max <=   -0.575","ranger",17,9,0.5294,0.277,7,3,0.4286,0.0079,0.0101,0.031,7,3,0.4286,0.0016,0.0029,0.029
"1","elderly_disabled_i <=    0.5 & months_since_cert_n >   11.5 & shelter_expenses_by_hh_size > 1650.0 & total_deductions_by_hh_size >  596.0","ranger",10,6,0.6,0.2725,4,1,0.25,0.0026,0.0035,0.018,4,1,0.25,5e-04,0.001,0.017
"1","elderly_disabled_i <= 0.50 & unc_rawben_rel_max > 1.99 & unc_rawben_rel_max <= 2.24","ranger",18,9,0.5,0.2596,11,3,0.2727,0.0079,0.0068,0.049,11,3,0.2727,0.0016,0.0019,0.046
"1","cat_elig >    1.500 & shelter_expenses_by_hh_size > 2010.000 & unc_rawben_rel_max <=   -0.354","ranger",11,6,0.5455,0.2442,0,0,NA,0,0,0,0,0,NA,0,0,0
"1","elderly_disabled_i <=   0.50 & months_since_cert_n >  14.50 & total_deductions_by_hh_size > 793.00 & unc_rawben_rel_max <=   1.82","ranger",11,6,0.5455,0.2442,4,0,0,0,0,0.018,4,0,0,0,0,0.017
"1","expedited_i <=    0.50 & shelter_expenses_by_hh_size > 1780.00 & unc_rawben_rel_max <=   -0.67","ranger",14,7,0.5,0.236,5,2,0.4,0.0053,0.0066,0.022,6,3,0.5,0.0016,0.0022,0.025
"1","shelter_expenses_by_hh_size > 1480.000 & total_deductions_by_hh_size >  690.000 & unc_rawben_rel_max <=   -0.575","ranger",23,10,0.4348,0.2305,10,4,0.4,0.0106,0.0136,0.044,11,5,0.4545,0.0027,0.0042,0.046
"1","medical_deductions <= 836.00 & months_since_cert_n >   5.50 & unc_rawben_rel_max >   1.82 & utilities <= 340.00","ranger",80,27,0.3375,0.2283,27,7,0.2593,0.0185,0.0213,0.119,35,15,0.4286,0.0082,0.0114,0.145
"1","months_since_cert_n >   5.50 & unc_rawben_rel_max >   1.82 & utilities <= 340.00","ranger",81,27,0.3333,0.2254,27,7,0.2593,0.0185,0.0213,0.119,35,15,0.4286,0.0082,0.0114,0.145
"1","cat_elig <=    1.500 & married <=    0.500 & shelter_expenses_by_hh_size > 1610.000 & unc_rawben_rel_max <=   -0.575","ranger",12,6,0.5,0.2213,8,3,0.375,0.0079,0.0101,0.035,8,3,0.375,0.0016,0.0029,0.033
"1","count_divisible_by_100 <=    0.500 & rawben_rel_max <=    0.344 & shelter_expenses_by_hh_size > 2460.000","ranger",12,6,0.5,0.2213,2,1,0.5,0.0026,0.0035,0.009,5,4,0.8,0.0022,0.0025,0.021
"1","months_since_cert_n <=   18.500 & shelter_expenses_by_hh_size > 1780.000 & unc_rawben_rel_max <=   -0.375","ranger",21,9,0.4286,0.2187,5,3,0.6,0.0079,0.0101,0.022,6,4,0.6667,0.0022,0.0032,0.025
"1","children_i <=    0.5 & elderly_disabled_i <=    0.5 & months_since_cert_n >    9.5 & shelter_expenses_by_hh_size > 1650.0","ranger",31,12,0.3871,0.2154,17,4,0.2353,0.0106,0.0101,0.075,17,4,0.2353,0.0022,0.0029,0.071
"1","homeless <=   0.50 & months_since_cert_n >   5.50 & unc_rawben_rel_max >   1.88 & utilities <= 300.00","ranger",45,16,0.3556,0.2135,6,2,0.3333,0.0053,0.007,0.027,9,5,0.5556,0.0027,0.0043,0.037
