"hh_size","rule_id","n_conditions","n_optimized","n_excluded","n_retained","workload_cut_pct","clean_excluded","errors_lost","exclusion_purity","clean_per_error_lost","err_dollars_lost","dollar_recall_retained","recall_retained","retained_precision","workload_cut_orig","retain_state_orig","retain_national_csv","optimized_rule","original_rule"
"1","rule231",3,3,340,1058,24.32,336,4,0.988,84,500,0.97,0.967,0.112,24.03,1,0.992,"rawunearn < 1600 & n_income_types < 0.5 & unc_rawben_rel_max >= 0.05","rawunearn < 14.5 & n_income_types < 0.5 & unc_rawben_rel_max >= 0.7251"
"1","rule368",2,2,113,1285,8.08,110,3,0.973,36.7,395,0.977,0.976,0.093,24.82,0.845,0.955,"unc_rawben_rel_max < -0.1 & total_deductions < 1100","unc_rawben_rel_max < 2.416 & total_deductions < 6.8"
"2","rule78",3,3,40,268,12.99,38,2,0.95,19,157,0.977,0.943,0.123,10.39,0.966,0.992,"unc_rawben_rel_max < 1.1 & unc_rawben_rel_max >= 0.8 & n_income_types < 2","unc_rawben_rel_max < 2.227 & unc_rawben_rel_max >= 1.421 & n_income_types < 0.5"
"3","rule181",3,3,23,141,14.02,22,1,0.957,22,96,0.971,0.941,0.113,18.9,0.762,0.981,"unc_rawben_rel_max < 0.6 & n_income_types < 2 & unc_rawben_rel_max >= 0.15","unc_rawben_rel_max < 1.66 & n_income_types < 0.5 & unc_rawben_rel_max >= 0.8214"
