"state","year","category","status"
"Kansas",2017,"Mobile Technology","No"
"Kentucky",2017,"Program Administration","State-administered"
"Kentucky",2017,"SNAP Certification Workflow and Case Management","Specialized units"
"Kentucky",2017,"Joint Processing—Medicaid","Joint application & processing"
"Kentucky",2017,"Joint Processing—TANF","Joint application & processing"
"Kentucky",2017,"Reporting Requirements","Simplified reporting only"
"Kentucky",2017,"Simplified Reporting—Certification Length","12 & 24 months"
"Kentucky",2017,"Income and Resource Alignment with Medicaid and TANF","Income & resources"
"Kentucky",2017,"Treatment of Self-Employment Income","Actual costs only"
"Kentucky",2017,"Simplified Homeless Housing Cost","Yes"
"Kentucky",2017,"Standard Utility Allowances (SUAs)","Mandatory SUAs Count all for gross income test"
"Kentucky",2017,"Treatment of Child Support Payments","Child support income expense deduction"
"Kentucky",2017,"Child Support Related Disqualification","None"
"Kentucky",2017,"Comparable Disqualifications","Yes"
"Kentucky",2017,"Drug Felony Disqualifications","Modified ban: requiring participation in drug treatment program"
"Kentucky",2017,"Work Requirements and Disqualification Policy","Extended DQ"
"Kentucky",2017,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Kentucky",2017,"Transitional Benefits Alternative (TBA)","No"
"Kentucky",2017,"Demonstrations for the Elderly and Disabled","None"
"Kentucky",2017,"Combined Application Projects (CAPs)","Modified CAP"
"Kentucky",2017,"Electronic Case Files","Completely electronic files statewide"
"Kentucky",2017,"Online Application","Apply"
"Kentucky",2017,"Online Case Management","View case information, report changes, & upload documents for verification"
"Kentucky",2017,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept client-reported case changes, process case changes, initial application intake, recertification application intake, & conduct interviews"
"Kentucky",2017,"Mobile Technology","SMS messaging SNAP State Options Report • 53"
"Louisiana",2017,"Program Administration","State-administered"
"Louisiana",2017,"SNAP Certification Workflow and Case Management","Specialized units"
"Louisiana",2017,"Joint Processing—Medicaid","Neither joint application or processing"
"Louisiana",2017,"Joint Processing—TANF","Joint application & processing"
"Louisiana",2017,"Reporting Requirements","Simplified reporting only"
"Louisiana",2017,"Simplified Reporting—Certification Length","12 & 24 months"
"Louisiana",2017,"Income and Resource Alignment with Medicaid and TANF","Income & resources"
"Louisiana",2017,"Treatment of Self-Employment Income","Actual costs only"
"Louisiana",2017,"Simplified Homeless Housing Cost","No"
"Louisiana",2017,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Louisiana",2017,"Treatment of Child Support Payments","Child support income expense exclusion"
"Louisiana",2017,"Child Support Related Disqualification","None"
"Louisiana",2017,"Comparable Disqualifications","YNo"
"Louisiana",2017,"Drug Felony Disqualifications","No ban"
"Louisiana",2017,"Work Requirements and Disqualification Policy","Extended DQ & entire household DQ"
"Louisiana",2017,"Broad Based Categorical Eligibility (BBCE)","No"
"Louisiana",2017,"Transitional Benefits Alternative (TBA)","No"
"Louisiana",2017,"Demonstrations for the Elderly and Disabled","None"
"Louisiana",2017,"Combined Application Projects (CAPs)","Modified CAP"
"Louisiana",2017,"Electronic Case Files","Completely electronic files statewide"
"Louisiana",2017,"Online Application","Apply & recertify"
"Louisiana",2017,"Online Case Management","View case information, report changes, & upload documents for verification"
"Louisiana",2017,"Call Centers","Respond to general inquiries"
"Louisiana",2017,"Mobile Technology","SMS messaging SNAP State Options Report • 54"
"Maine",2017,"Program Administration","State-administered"
"Maine",2017,"SNAP Certification Workflow and Case Management","Casebanking statewide"
"Maine",2017,"Joint Processing—Medicaid","Joint application & processing"
"Maine",2017,"Joint Processing—TANF","Joint application & processing"
"Maine",2017,"Reporting Requirements","Change reporting only"
"Maine",2017,"Simplified Reporting—Certification Length","Change reporting only"
"Maine",2017,"Income and Resource Alignment with Medicaid and TANF","Income & resources"
"Maine",2017,"Treatment of Self-Employment Income","Actual costs only"
"Maine",2017,"Simplified Homeless Housing Cost","Yes"
"Maine",2017,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Maine",2017,"Treatment of Child Support Payments","Child support income expense exclusion Failure to cooperate—"
"Maine",2017,"Child Support Related Disqualification","DQ for non-custodial parent & arrearages on support payments"
"Maine",2017,"Comparable Disqualifications","Yes"
"Maine",2017,"Drug Felony Disqualifications","No ban"
"Maine",2017,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Maine",2017,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Maine",2017,"Transitional Benefits Alternative (TBA)","Yes"
"Maine",2017,"Demonstrations for the Elderly and Disabled","None"
"Maine",2017,"Combined Application Projects (CAPs)","No"
"Maine",2017,"Electronic Case Files","Partially electronic files statewide"
"Maine",2017,"Online Application","Apply & recertify"
"Maine",2017,"Online Case Management","View case information & report changes"
"Maine",2017,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept client-reported case changes, process case changes, initial application intake, recertification application intake, & conduct interviews"
"Maine",2017,"Mobile Technology","SMS messaging SNAP State Options Report • 55"
"Maryland",2017,"Program Administration","State-administered"
"Maryland",2017,"SNAP Certification Workflow and Case Management","Varies by project area"
"Maryland",2017,"Joint Processing—Medicaid","Joint application & processing in some cases"
"Maryland",2017,"Joint Processing—TANF","Joint application & processing in some cases"
"Maryland",2017,"Reporting Requirements","Simplified, change, & monthly reporting"
"Maryland",2017,"Simplified Reporting—Certification Length","12 & 24 months only"
"Maryland",2017,"Income and Resource Alignment with Medicaid and TANF","Income & resources"
"Maryland",2017,"Treatment of Self-Employment Income","Another method"
"Maryland",2017,"Simplified Homeless Housing Cost","Yes"
"Maryland",2017,"Standard Utility Allowances (SUAs)","SUAs that are not mandatory"
"Maryland",2017,"Treatment of Child Support Payments","Child support income expense deduction"
"Maryland",2017,"Child Support Related Disqualification","None"
"Maryland",2017,"Comparable Disqualifications","Yes"
"Maryland",2017,"Drug Felony Disqualifications","Modified ban: limiting the circumstances in which the permanent disqualification applies"
"Maryland",2017,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Maryland",2017,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Maryland",2017,"Transitional Benefits Alternative (TBA)","Yes"
"Maryland",2017,"Demonstrations for the Elderly and Disabled","ESAP"
"Maryland",2017,"Combined Application Projects (CAPs)","Modified CAP"
"Maryland",2017,"Electronic Case Files","Completely electronic files statewide"
"Maryland",2017,"Online Application","Apply"
"Maryland",2017,"Online Case Management","View case information, report changes, & upload documents for verification"
"Maryland",2017,"Call Centers","Respond to general inquiries & respond to application or case-specific inquiries"
"Maryland",2017,"Mobile Technology","Mobile app SNAP State Options Report • 56"
"Massachusetts",2017,"Program Administration","State-administered"
"Massachusetts",2017,"SNAP Certification Workflow and Case Management","Casebanking statewide"
"Massachusetts",2017,"Joint Processing—Medicaid","Neither joint application or processing"
"Massachusetts",2017,"Joint Processing—TANF","Joint processing only"
"Massachusetts",2017,"Reporting Requirements","Simplified & change reporting"
"Massachusetts",2017,"Simplified Reporting—Certification Length","6, 12, & 24 months"
"Massachusetts",2017,"Income and Resource Alignment with Medicaid and TANF","Income & resources"
"Massachusetts",2017,"Treatment of Self-Employment Income","Actual costs only"
"Massachusetts",2017,"Simplified Homeless Housing Cost","Yes"
"Massachusetts",2017,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Massachusetts",2017,"Treatment of Child Support Payments","Child support income expense deduction"
"Massachusetts",2017,"Child Support Related Disqualification","None"
"Massachusetts",2017,"Comparable Disqualifications","No"
"Massachusetts",2017,"Drug Felony Disqualifications","No ban"
"Massachusetts",2017,"Work Requirements and Disqualification Policy","Extended DQ & entire household DQ"
"Massachusetts",2017,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Massachusetts",2017,"Transitional Benefits Alternative (TBA)","Yes"
"Massachusetts",2017,"Demonstrations for the Elderly and Disabled","SMD"
"Massachusetts",2017,"Combined Application Projects (CAPs)","Standard CAP"
"Massachusetts",2017,"Electronic Case Files","Completely electronic files statewide View case information & upload documents for"
"Massachusetts",2017,"Online Application",""
"Massachusetts",2017,"Online Case Management","Apply verification"
"Massachusetts",2017,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept client-reported case changes, process case changes, & conduct interviews"
"Massachusetts",2017,"Mobile Technology","Mobile app SNAP State Options Report • 57"
"Michigan",2017,"Program Administration","State-administered"
"Michigan",2017,"SNAP Certification Workflow and Case Management","Traditional case management"
"Michigan",2017,"Joint Processing—Medicaid","Joint processing only"
"Michigan",2017,"Joint Processing—TANF","Joint application & processing"
"Michigan",2017,"Reporting Requirements","Simplified & change reporting"
"Michigan",2017,"Simplified Reporting—Certification Length","12 months only"
"Michigan",2017,"Income and Resource Alignment with Medicaid and TANF","Income & resources"
"Michigan",2017,"Treatment of Self-Employment Income","Actual costs only"
"Michigan",2017,"Simplified Homeless Housing Cost","No"
"Michigan",2017,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Michigan",2017,"Treatment of Child Support Payments","Child support income expense deduction For failure to cooperate—"
"Michigan",2017,"Child Support Related Disqualification","DQ for custodial parent"
"Michigan",2017,"Comparable Disqualifications","Yes"
"Michigan",2017,"Drug Felony Disqualifications","Modified ban:"
"Michigan",2017,"Work Requirements and Disqualification Policy","Extended DQ"
"Michigan",2017,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Michigan",2017,"Transitional Benefits Alternative (TBA)","No"
"Michigan",2017,"Demonstrations for the Elderly and Disabled","None"
"Michigan",2017,"Combined Application Projects (CAPs)","Modified CAP"
"Michigan",2017,"Electronic Case Files","Completely electronic files statewide"
"Michigan",2017,"Online Application","Apply & recertify"
"Michigan",2017,"Online Case Management","View case information, report changes, & upload documents for verification"
"Michigan",2017,"Call Centers","Respond to general inquiries"
"Michigan",2017,"Mobile Technology","No"
"Minnesota",2017,"Program Administration","County-administered"
"Minnesota",2017,"SNAP Certification Workflow and Case Management","Varies by project area"
"Minnesota",2017,"Joint Processing—Medicaid","Joint processing in some cases only"
"Minnesota",2017,"Joint Processing—TANF","Joint application & processing"
"Minnesota",2017,"Reporting Requirements","Simplified, change, & monthly reporting"
"Minnesota",2017,"Simplified Reporting—Certification Length","12 months only"
"Minnesota",2017,"Income and Resource Alignment with Medicaid and TANF","Neither"
"Minnesota",2017,"Treatment of Self-Employment Income","Another method"
"Minnesota",2017,"Simplified Homeless Housing Cost","No"
"Minnesota",2017,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Minnesota",2017,"Treatment of Child Support Payments","Child support income expense deduction"
"Minnesota",2017,"Child Support Related Disqualification","None"
"Minnesota",2017,"Comparable Disqualifications","No Modified ban: requiring drug testing; imposing a temporary"
"Minnesota",2017,"Drug Felony Disqualifications","DQ period; & after 1st failed drug test, 30% sanction until passes drug test, after 2nd failed drug test permanent DQ"
"Minnesota",2017,"Work Requirements and Disqualification Policy","Regulatory minimum & entire household DQ"
"Minnesota",2017,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Minnesota",2017,"Transitional Benefits Alternative (TBA)","No"
"Minnesota",2017,"Demonstrations for the Elderly and Disabled","None"
"Minnesota",2017,"Combined Application Projects (CAPs)","No"
"Minnesota",2017,"Electronic Case Files","Partially electronic files in specific project areas"
"Minnesota",2017,"Online Application","Apply"
"Minnesota",2017,"Online Case Management","No"
"Minnesota",2017,"Call Centers","No call center"
"Minnesota",2017,"Mobile Technology","No"
"Mississippi",2017,"Program Administration","State-administered"
"Mississippi",2017,"SNAP Certification Workflow and Case Management","Traditional case management"
"Mississippi",2017,"Joint Processing—Medicaid","Neither joint application or processing"
"Mississippi",2017,"Joint Processing—TANF","Joint application & processing"
"Mississippi",2017,"Reporting Requirements","Simplified & change reporting"
"Mississippi",2017,"Simplified Reporting—Certification Length","12 & 24 months"
"Mississippi",2017,"Income and Resource Alignment with Medicaid and TANF","Income & resources"
"Mississippi",2017,"Treatment of Self-Employment Income","Actual costs only"
"Mississippi",2017,"Simplified Homeless Housing Cost","No"
"Mississippi",2017,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Mississippi",2017,"Treatment of Child Support Payments","Child support income expense deduction For failure to cooperate—"
"Mississippi",2017,"Child Support Related Disqualification","DQ for custodial parent & arrearage on support payments"
"Mississippi",2017,"Comparable Disqualifications","Yes"
"Mississippi",2017,"Drug Felony Disqualifications","Lifetime ban Extended DQ, entire household"
"Mississippi",2017,"Work Requirements and Disqualification Policy","DQ, & permanent DQ"
"Mississippi",2017,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Mississippi",2017,"Transitional Benefits Alternative (TBA)","No"
"Mississippi",2017,"Demonstrations for the Elderly and Disabled","ESAP"
"Mississippi",2017,"Combined Application Projects (CAPs)","Standard CAP"
"Mississippi",2017,"Electronic Case Files","Completely electronic files statewide"
"Mississippi",2017,"Online Application","Apply & recertify"
"Mississippi",2017,"Online Case Management","View case information"
"Mississippi",2017,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept client-reported case changes, & process case changes"
"Mississippi",2017,"Mobile Technology","No"
"Missouri",2017,"Program Administration","State administered"
"Missouri",2017,"SNAP Certification Workflow and Case Management","Varies by project area"
"Missouri",2017,"Joint Processing—Medicaid","Joint application & processing in some cases"
"Missouri",2017,"Joint Processing—TANF","Joint application & processing in some cases"
"Missouri",2017,"Reporting Requirements","Simplified reporting only"
"Missouri",2017,"Simplified Reporting—Certification Length","12 & 24 months Simplified Income and Resources Income only Simplified Self-Employment Determination Actual costs only"
"Missouri",2017,"Simplified Homeless Housing Cost","No"
"Missouri",2017,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Missouri",2017,"Treatment of Child Support Payments","Child support expense income deduction"
"Missouri",2017,"Child Support Related Disqualification","None"
"Missouri",2017,"Comparable Disqualifications","No Modified ban: limiting circumstances in which permanent"
"Missouri",2017,"Drug Felony Disqualifications","DQ applies, requiring drug testing, & requiring participation in a drug treatment program"
"Missouri",2017,"Work Requirements and Disqualification Policy","Regulatory minimum only"
"Missouri",2017,"Broad Based Categorical Eligibility (BBCE)","No"
"Missouri",2017,"Transitional Benefits Alternative (TBA)","No"
"Missouri",2017,"Demonstrations for the Elderly and Disabled","SMD"
"Missouri",2017,"Combined Application Projects (CAPs)","No"
"Missouri",2017,"Electronic Case Files","Partially electronic files statewide"
"Missouri",2017,"Online Application","Apply & recertify"
"Missouri",2017,"Online Case Management","View case information, report changes & upload documents for verification"
"Missouri",2017,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept client-reported case changes, process case changes, & conduct interviews"
"Missouri",2017,"Mobile Technology","No"
"Montana",2017,"Program Administration","State-administered"
"Montana",2017,"SNAP Certification Workflow and Case Management","Casebanking statewide"
"Montana",2017,"Joint Processing—Medicaid","Joint application & processing in some cases"
"Montana",2017,"Joint Processing—TANF","Joint application & processing in some cases"
"Montana",2017,"Reporting Requirements","Simplified & change reporting"
"Montana",2017,"Simplified Reporting—Certification Length","12 months only"
"Montana",2017,"Income and Resource Alignment with Medicaid and TANF","Neither"
"Montana",2017,"Treatment of Self-Employment Income","Actual costs only"
"Montana",2017,"Simplified Homeless Housing Cost","No"
"Montana",2017,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Montana",2017,"Treatment of Child Support Payments","Child support income expense deduction"
"Montana",2017,"Child Support Related Disqualification","None"
"Montana",2017,"Comparable Disqualifications","No"
"Montana",2017,"Drug Felony Disqualifications","Modified ban: requiring participation in a drug treatment program; requiring compliance with the conditions of supervision or the sentence associated with the felony conviction"
"Montana",2017,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Montana",2017,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Montana",2017,"Transitional Benefits Alternative (TBA)","No"
"Montana",2017,"Demonstrations for the Elderly and Disabled","None"
"Montana",2017,"Combined Application Projects (CAPs)","No"
"Montana",2017,"Electronic Case Files","Completely electronic files statewide"
"Montana",2017,"Online Application","Apply & recertify"
"Montana",2017,"Online Case Management","View case information, report changes, & upload documents for verification"
"Montana",2017,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept client reported case changes, process case changes, initial application intake, recertification application intake"
"Montana",2017,"Mobile Technology","No"
"Nebraska",2017,"Program Administration","State-administered"
"Nebraska",2017,"SNAP Certification Workflow and Case Management","Casebanking statewide"
"Nebraska",2017,"Joint Processing—Medicaid","Neither joint application or processing"
"Nebraska",2017,"Joint Processing—TANF","Joint application & processing"
"Nebraska",2017,"Reporting Requirements","Simplified reporting only"
"Nebraska",2017,"Simplified Reporting—Certification Length","6 & 12 months"
"Nebraska",2017,"Income and Resource Alignment with Medicaid and TANF","Income & resources"
"Nebraska",2017,"Treatment of Self-Employment Income","Another method"
"Nebraska",2017,"Simplified Homeless Housing Cost","Yes"
"Nebraska",2017,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Nebraska",2017,"Treatment of Child Support Payments","Child support income expense deduction"
"Nebraska",2017,"Child Support Related Disqualification","None"
"Nebraska",2017,"Comparable Disqualifications","Yes"
"Nebraska",2017,"Drug Felony Disqualifications","Modified ban: limiting circumstances in which the permanent DQ applies; & requiring participation in a drug treatment program"
"Nebraska",2017,"Work Requirements and Disqualification Policy","Regulatory minimum & entire household DQ"
"Nebraska",2017,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Nebraska",2017,"Transitional Benefits Alternative (TBA)","Yes"
"Nebraska",2017,"Demonstrations for the Elderly and Disabled","None"
"Nebraska",2017,"Combined Application Projects (CAPs)","No"
"Nebraska",2017,"Electronic Case Files","Completely electronic files statewide"
"Nebraska",2017,"Online Application","Apply & recertify"
"Nebraska",2017,"Online Case Management","View case information, report changes, & upload documents for verification"
"Nebraska",2017,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept client-reported case changes, process case changes, initial application intake, & recertification application intake"
"Nebraska",2017,"Mobile Technology","No"
"Nevada",2017,"Program Administration","State-administered"
"Nevada",2017,"SNAP Certification Workflow and Case Management","Casebanking statewide"
"Nevada",2017,"Joint Processing—Medicaid","Joint application & processing"
"Nevada",2017,"Joint Processing—TANF","Joint application & processing"
"Nevada",2017,"Reporting Requirements","Simplified & change reporting"
"Nevada",2017,"Simplified Reporting—Certification Length","6 months only"
"Nevada",2017,"Income and Resource Alignment with Medicaid and TANF","Neither"
"Nevada",2017,"Treatment of Self-Employment Income","Actual costs only"
"Nevada",2017,"Simplified Homeless Housing Cost","Yes"
"Nevada",2017,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Nevada",2017,"Treatment of Child Support Payments","Child support expense income deduction"
"Nevada",2017,"Child Support Related Disqualification","None"
"Nevada",2017,"Comparable Disqualifications","No"
"Nevada",2017,"Drug Felony Disqualifications","Modified ban: requiring participation in a drug treatment program"
"Nevada",2017,"Work Requirements and Disqualification Policy","Regulatory minimum only"
"Nevada",2017,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Nevada",2017,"Transitional Benefits Alternative (TBA)","No"
"Nevada",2017,"Demonstrations for the Elderly and Disabled","None"
"Nevada",2017,"Combined Application Projects (CAPs)","No"
"Nevada",2017,"Electronic Case Files","Completely electronic files statewide"
"Nevada",2017,"Online Application","Apply only"
"Nevada",2017,"Online Case Management","View case information & upload"
"Nevada",2017,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept client-reported case changes, process case changes, initial application intake, recertification application intake, & conduct interviews"
"Nevada",2017,"Mobile Technology","Mobile app SNAP State Options Report • 64"
"New Hampshire",2017,"Program Administration","State-administered"
"New Hampshire",2017,"SNAP Certification Workflow and Case Management","Casebanking statewide"
"New Hampshire",2017,"Joint Processing—Medicaid","Joint application & processing"
"New Hampshire",2017,"Joint Processing—TANF","Joint application & processing"
"New Hampshire",2017,"Reporting Requirements","Simplified reporting only"
"New Hampshire",2017,"Simplified Reporting—Certification Length","6 months only"
"New Hampshire",2017,"Income and Resource Alignment with Medicaid and TANF","Income & resources"
"New Hampshire",2017,"Treatment of Self-Employment Income","Actual costs only"
"New Hampshire",2017,"Simplified Homeless Housing Cost","Yes"
"New Hampshire",2017,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"New Hampshire",2017,"Treatment of Child Support Payments","Child support income expense deduction Able-Bodied Adults Without Dependents (ABAWDs) Time Partial ABAWD time limit waiver Limit Waiver Able-Bodied Adults Without Dependents (ABAWDs) 15 Use of 15 percent exemption Percent Exemption"
"New Hampshire",2017,"Child Support Related Disqualification","None"
"New Hampshire",2017,"Comparable Disqualifications","Yes"
"New Hampshire",2017,"Drug Felony Disqualifications","No ban"
"New Hampshire",2017,"Work Requirements and Disqualification Policy","Extended DQ"
"New Hampshire",2017,"Broad Based Categorical Eligibility (BBCE)","Yes"
"New Hampshire",2017,"Transitional Benefits Alternative (TBA)","Yes"
"New Hampshire",2017,"Demonstrations for the Elderly and Disabled","SMD"
"New Hampshire",2017,"Combined Application Projects (CAPs)","No"
"New Hampshire",2017,"Electronic Case Files","Completely electronic files statewide"
"New Hampshire",2017,"Online Application","Apply & recertify"
"New Hampshire",2017,"Online Case Management","View case information, report changes, & upload documents for verification"
"New Hampshire",2017,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept client-reported case changes, & process case changes,"
"New Hampshire",2017,"Mobile Technology","SMS messaging SNAP State Options Report • 65"
"New Jersey",2017,"Program Administration","County-administered"
"New Jersey",2017,"SNAP Certification Workflow and Case Management","Varies by project area"
"New Jersey",2017,"Joint Processing—Medicaid","Joint processing in some cases only"
"New Jersey",2017,"Joint Processing—TANF","Joint application & processing in some cases"
"New Jersey",2017,"Reporting Requirements","Simplified & change reporting"
"New Jersey",2017,"Simplified Reporting—Certification Length","4, 6, 12, & 24 months"
"New Jersey",2017,"Income and Resource Alignment with Medicaid and TANF","Resources only"
"New Jersey",2017,"Treatment of Self-Employment Income","Another method"
"New Jersey",2017,"Simplified Homeless Housing Cost","Yes"
"New Jersey",2017,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"New Jersey",2017,"Treatment of Child Support Payments","Child support income expense exclusion"
"New Jersey",2017,"Child Support Related Disqualification","None"
"New Jersey",2017,"Comparable Disqualifications","No"
"New Jersey",2017,"Drug Felony Disqualifications","No ban"
"New Jersey",2017,"Work Requirements and Disqualification Policy","Regulatory minimum"
"New Jersey",2017,"Broad Based Categorical Eligibility (BBCE)","Yes"
"New Jersey",2017,"Transitional Benefits Alternative (TBA)","No"
"New Jersey",2017,"Demonstrations for the Elderly and Disabled","None"
"New Jersey",2017,"Combined Application Projects (CAPs)","Modified CAP"
"New Jersey",2017,"Electronic Case Files","Partially electronic files statewide"
"New Jersey",2017,"Online Application","Apply"
"New Jersey",2017,"Online Case Management","No"
"New Jersey",2017,"Call Centers","No call center"
"New Jersey",2017,"Mobile Technology","No"
"New Mexico",2017,"Program Administration","State-administered"
"New Mexico",2017,"SNAP Certification Workflow and Case Management","Casebanking statewide"
"New Mexico",2017,"Joint Processing—Medicaid","Joint application & processing in some cases"
"New Mexico",2017,"Joint Processing—TANF","Joint application & processing in some cases"
"New Mexico",2017,"Reporting Requirements","Simplified reporting only"
"New Mexico",2017,"Simplified Reporting—Certification Length","12 &, 24 months"
"New Mexico",2017,"Income and Resource Alignment with Medicaid and TANF","Income only"
"New Mexico",2017,"Treatment of Self-Employment Income","Actual costs only"
"New Mexico",2017,"Simplified Homeless Housing Cost","Yes"
"New Mexico",2017,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"New Mexico",2017,"Treatment of Child Support Payments","Child support income expense deduction"
"New Mexico",2017,"Child Support Related Disqualification","None Able-Bodied Adults Without Dependents (ABAWDs) Time Statewide ABAWD time limit waiver Limit Waiver Able-Bodied Adults Without Dependents (ABAWDs) 15 No use of 15 percent exemption Percent Exemption"
"New Mexico",2017,"Comparable Disqualifications","Yno"
"New Mexico",2017,"Drug Felony Disqualifications","No ban"
"New Mexico",2017,"Work Requirements and Disqualification Policy","Extended DQ only"
"New Mexico",2017,"Broad Based Categorical Eligibility (BBCE)","Yes"
"New Mexico",2017,"Transitional Benefits Alternative (TBA)","Yes"
"New Mexico",2017,"Demonstrations for the Elderly and Disabled","None"
"New Mexico",2017,"Combined Application Projects (CAPs)","No"
"New Mexico",2017,"Electronic Case Files","Completely electronic files statewide"
"New Mexico",2017,"Online Application","Apply & recertify"
"New Mexico",2017,"Online Case Management","View case information & report changes"
"New Mexico",2017,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept client-reported case changes, process case changes, initial application intake, recertification application intake, & conduct interviews"
"New Mexico",2017,"Mobile Technology","No"
"New York",2017,"Program Administration","County-administered"
"New York",2017,"SNAP Certification Workflow and Case Management","Varies by project area"
"New York",2017,"Joint Processing—Medicaid","Joint application & processing in some cases"
"New York",2017,"Joint Processing—TANF","Joint application & processing in some cases"
"New York",2017,"Reporting Requirements","Simplified & change reporting"
"New York",2017,"Simplified Reporting—Certification Length","6, 12, & 24 months"
"New York",2017,"Income and Resource Alignment with Medicaid and TANF","Income & resources"
"New York",2017,"Treatment of Self-Employment Income","Actual costs only"
"New York",2017,"Simplified Homeless Housing Cost","Yes"
"New York",2017,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"New York",2017,"Treatment of Child Support Payments","Child support income expense exclusion"
"New York",2017,"Child Support Related Disqualification","None"
"New York",2017,"Comparable Disqualifications","Yes"
"New York",2017,"Drug Felony Disqualifications","No ban"
"New York",2017,"Work Requirements and Disqualification Policy","Extended DQ"
"New York",2017,"Broad Based Categorical Eligibility (BBCE)","Yes"
"New York",2017,"Transitional Benefits Alternative (TBA)","Yes"
"New York",2017,"Demonstrations for the Elderly and Disabled","None"
"New York",2017,"Combined Application Projects (CAPs)","Standard CAP"
"New York",2017,"Electronic Case Files","Partially electronic files in specific project areas"
"New York",2017,"Online Application","Apply & recertify"
"New York",2017,"Online Case Management","View case information, report changes, & upload documents for verification"
"New York",2017,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept client-reported case changes, process case changes, recertification application intake, conduct interviews"
"New York",2017,"Mobile Technology","Mobile app for New York City only SNAP State Options Report • 68"
"North Carolina",2017,"Program Administration","County-administered"
"North Carolina",2017,"SNAP Certification Workflow and Case Management","Varies by project area"
"North Carolina",2017,"Joint Processing—Medicaid","Joint application & processing in some cases"
"North Carolina",2017,"Joint Processing—TANF","Joint processing in some cases"
"North Carolina",2017,"Reporting Requirements","Simplified reporting only"
"North Carolina",2017,"Simplified Reporting—Certification Length","6 & 12 months"
"North Carolina",2017,"Income and Resource Alignment with Medicaid and TANF","Income & resources"
"North Carolina",2017,"Treatment of Self-Employment Income","Actual costs only"
"North Carolina",2017,"Simplified Homeless Housing Cost","No"
"North Carolina",2017,"Standard Utility Allowances (SUAs)","Mandatory SUAs Count all for gross income test"
"North Carolina",2017,"Treatment of Child Support Payments","Child support income expense deduction"
"North Carolina",2017,"Child Support Related Disqualification","None"
"North Carolina",2017,"Comparable Disqualifications","No"
"North Carolina",2017,"Drug Felony Disqualifications","Modified ban: requiring participation in a drug treatment program, imposing a temporary disqualification period"
"North Carolina",2017,"Work Requirements and Disqualification Policy","Extended DQ"
"North Carolina",2017,"Broad Based Categorical Eligibility (BBCE)","Yes"
"North Carolina",2017,"Transitional Benefits Alternative (TBA)","Yes"
"North Carolina",2017,"Demonstrations for the Elderly and Disabled","None"
"North Carolina",2017,"Combined Application Projects (CAPs)","Modified CAP"
"North Carolina",2017,"Electronic Case Files","Partially electronic files in specific project areas"
"North Carolina",2017,"Online Application","Apply"
"North Carolina",2017,"Online Case Management","No"
"North Carolina",2017,"Call Centers","Respond to general inquiries"
"North Carolina",2017,"Mobile Technology","No"
"North Dakota",2017,"Program Administration","County-administered"
"North Dakota",2017,"SNAP Certification Workflow and Case Management","Varies by project area"
"North Dakota",2017,"Joint Processing—Medicaid","Joint application & processing"
"North Dakota",2017,"Joint Processing—TANF","Joint application & processing"
"North Dakota",2017,"Reporting Requirements","Simplified reporting only"
