"state","year","category","status"
"New Jersey",2016,"Joint Processing—TANF","Joint application & processing in some cases"
"New Jersey",2016,"Reporting Requirements","Simplified & change reporting"
"New Jersey",2016,"Simplified Reporting—Action on Changes","Act on all changes"
"New Jersey",2016,"Simplified Reporting—Certification Length","12 & 24 months"
"New Jersey",2016,"Simplified Income and Resources","Resources only"
"New Jersey",2016,"Simplified Self-Employment Determination","Flat percentage: 51%"
"New Jersey",2016,"Simplified Homeless Housing Cost","Yes"
"New Jersey",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"New Jersey",2016,"Treatment of Child Support Payments","Child support expense income exclusion Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"New Jersey",2016,"Child Support Related Disqualification","None"
"New Jersey",2016,"Comparable Disqualifications","Yes"
"New Jersey",2016,"Drug Felony Disqualifications","No ban"
"New Jersey",2016,"Work Requirements and Disqualification Policy","Regulatory minimum"
"New Jersey",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"New Jersey",2016,"Transitional Benefits Alternative (TBA)","No"
"New Jersey",2016,"Demonstrations for the Elderly and Disabled","None"
"New Jersey",2016,"Combined Application Project (CAP)","Modified CAP"
"New Jersey",2016,"Online Application","Apply"
"New Jersey",2016,"Online Case Management","No"
"New Jersey",2016,"Electronic Case Files","Partially electronic files statewide"
"New Jersey",2016,"Call Centers","No call center"
"New Jersey",2016,"Mobile Technology","No"
"New Mexico",2016,"Program Administration","State-administered"
"New Mexico",2016,"SNAP Certification Workflow and Case Management","Casebanking statewide"
"New Mexico",2016,"Joint Processing—Medicaid","Joint application & processing"
"New Mexico",2016,"Joint Processing—TANF","Joint application & processing"
"New Mexico",2016,"Reporting Requirements","Simplified reporting only"
"New Mexico",2016,"Simplified Reporting—Action on Changes","Act only on changes that result in an increase in household benefits"
"New Mexico",2016,"Simplified Reporting—Certification Length","6, 12, &, 24 months"
"New Mexico",2016,"Simplified Income and Resources","Neither"
"New Mexico",2016,"Simplified Self-Employment Determination","No"
"New Mexico",2016,"Simplified Homeless Housing Cost","Yes"
"New Mexico",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"New Mexico",2016,"Treatment of Child Support Payments","Child support expense income deduction Treatment of Income and Count all but a prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"New Mexico",2016,"Child Support Related Disqualification","None"
"New Mexico",2016,"Comparable Disqualifications","Yes"
"New Mexico",2016,"Drug Felony Disqualifications","No ban"
"New Mexico",2016,"Work Requirements and Disqualification Policy","Regulatory minimum"
"New Mexico",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"New Mexico",2016,"Transitional Benefits Alternative (TBA)","No"
"New Mexico",2016,"Demonstrations for the Elderly and Disabled","None"
"New Mexico",2016,"Combined Application Project (CAP)","No"
"New Mexico",2016,"Online Application","Apply & recertify"
"New Mexico",2016,"Online Case Management","View case information & report changes"
"New Mexico",2016,"Electronic Case Files","Completely electronic files statewide"
"New Mexico",2016,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept client-reported case changes, process case changes, initial application intake, recertification application intake, conduct interviews, & cross-program checks/validation"
"New Mexico",2016,"Mobile Technology","No"
"New York",2016,"Program Administration","County-administered"
"New York",2016,"SNAP Certification Workflow and Case Management","Varies by project area"
"New York",2016,"Joint Processing—Medicaid","Joint application & processing in some cases"
"New York",2016,"Joint Processing—TANF","Joint application & processing in some cases"
"New York",2016,"Reporting Requirements","Simplified & change reporting"
"New York",2016,"Simplified Reporting—Action on Changes","Act only on changes that result in an increase in household benefits"
"New York",2016,"Simplified Reporting—Certification Length","6, 12, & 24 months"
"New York",2016,"Simplified Income and Resources","Resources only"
"New York",2016,"Simplified Self-Employment Determination","No"
"New York",2016,"Simplified Homeless Housing Cost","Yes"
"New York",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"New York",2016,"Treatment of Child Support Payments","Child support expense income exclusion Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"New York",2016,"Child Support Related Disqualification","None"
"New York",2016,"Comparable Disqualifications","Yes"
"New York",2016,"Drug Felony Disqualifications","No ban"
"New York",2016,"Work Requirements and Disqualification Policy","Extended DQ"
"New York",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"New York",2016,"Transitional Benefits Alternative (TBA)","Yes"
"New York",2016,"Demonstrations for the Elderly and Disabled","None"
"New York",2016,"Combined Application Project (CAP)","Standard CAP"
"New York",2016,"Online Application","Apply & recertify"
"New York",2016,"Online Case Management","View case information, report changes, & upload documents for verification"
"New York",2016,"Electronic Case Files","Partially electronic files in specific project areas"
"New York",2016,"Call Centers","Process initial application, recertification application intake, & conduct interviews"
"New York",2016,"Mobile Technology","Mobile app for New York City only SNAP State Options Report • 62"
"North Carolina",2016,"Program Administration","County-administered"
"North Carolina",2016,"SNAP Certification Workflow and Case Management","Varies by project area"
"North Carolina",2016,"Joint Processing—Medicaid","Joint application & processing in some cases"
"North Carolina",2016,"Joint Processing—TANF","Joint processing in some cases"
"North Carolina",2016,"Reporting Requirements","Simplified & change reporting"
"North Carolina",2016,"Simplified Reporting—Action on Changes","Act on all changes"
"North Carolina",2016,"Simplified Reporting—Certification Length","6 & 12 months"
"North Carolina",2016,"Simplified Income and Resources","Income & resources"
"North Carolina",2016,"Simplified Self-Employment Determination","No"
"North Carolina",2016,"Simplified Homeless Housing Cost","No"
"North Carolina",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"North Carolina",2016,"Treatment of Child Support Payments","Child support expense income deduction Count all for gross income test Treatment of Income and then count all but a prorated share for net in‐ Deductions of Ineligible Non-Citizens—Pre PRWORA come test Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"North Carolina",2016,"Child Support Related Disqualification","None"
"North Carolina",2016,"Comparable Disqualifications","No"
"North Carolina",2016,"Drug Felony Disqualifications","Modified ban: imposing a temporary DQ period"
"North Carolina",2016,"Work Requirements and Disqualification Policy","Extended DQ"
"North Carolina",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"North Carolina",2016,"Transitional Benefits Alternative (TBA)","Yes"
"North Carolina",2016,"Demonstrations for the Elderly and Disabled","None"
"North Carolina",2016,"Combined Application Project (CAP)","Modified CAP"
"North Carolina",2016,"Online Application","Apply"
"North Carolina",2016,"Online Case Management","No"
"North Carolina",2016,"Electronic Case Files","Partially electronic files in specific project areas"
"North Carolina",2016,"Call Centers","Respond to general inquiries"
"North Carolina",2016,"Mobile Technology","No"
"North Dakota",2016,"Program Administration","County-administered"
"North Dakota",2016,"SNAP Certification Workflow and Case Management","Varies by project area"
"North Dakota",2016,"Joint Processing—Medicaid","Joint application & processing"
"North Dakota",2016,"Joint Processing—TANF","Joint application & processing"
"North Dakota",2016,"Reporting Requirements","Simplified reporting only"
"North Dakota",2016,"Simplified Reporting—Action on Changes","Act only on changes that result in an increase in household benefits"
"North Dakota",2016,"Simplified Reporting—Certification Length","6 & 12 months"
"North Dakota",2016,"Simplified Income and Resources","Neither"
"North Dakota",2016,"Simplified Self-Employment Determination","No"
"North Dakota",2016,"Simplified Homeless Housing Cost","No"
"North Dakota",2016,"Standard Utility Allowances (SUAs)","SUAs that are not mandatory"
"North Dakota",2016,"Treatment of Child Support Payments","Child support expense income deduction Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"North Dakota",2016,"Child Support Related Disqualification","None"
"North Dakota",2016,"Comparable Disqualifications","Yes"
"North Dakota",2016,"Drug Felony Disqualifications","Modified ban: imposing temporary DQ period"
"North Dakota",2016,"Work Requirements and Disqualification Policy","Regulatory minimum"
"North Dakota",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"North Dakota",2016,"Transitional Benefits Alternative (TBA)","No"
"North Dakota",2016,"Demonstrations for the Elderly and Disabled","SMD"
"North Dakota",2016,"Combined Application Project (CAP)","No"
"North Dakota",2016,"Online Application","Apply & recertify"
"North Dakota",2016,"Online Case Management","Upload documents for verifications"
"North Dakota",2016,"Electronic Case Files","Completely electronic files in specific project areas"
"North Dakota",2016,"Call Centers","No call center"
"North Dakota",2016,"Mobile Technology","SMS messaging SNAP State Options Report • 64"
"Ohio",2016,"Program Administration","County-administered"
"Ohio",2016,"SNAP Certification Workflow and Case Management","Varies by project area"
"Ohio",2016,"Joint Processing—Medicaid","Joint application & processing in some cases"
"Ohio",2016,"Joint Processing—TANF","Joint application & processing in some cases"
"Ohio",2016,"Reporting Requirements","Simplified reporting only"
"Ohio",2016,"Simplified Reporting—Action on Changes","Act on all changes"
"Ohio",2016,"Simplified Reporting—Certification Length","4, 6, 12, & 24 months"
"Ohio",2016,"Simplified Income and Resources","Resources only"
"Ohio",2016,"Simplified Self-Employment Determination","Flat percentage: 50%"
"Ohio",2016,"Simplified Homeless Housing Cost","Yes"
"Ohio",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Ohio",2016,"Treatment of Child Support Payments","Child support expense income deduction Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"Ohio",2016,"Child Support Related Disqualification","None"
"Ohio",2016,"Comparable Disqualifications","Yes"
"Ohio",2016,"Drug Felony Disqualifications","No ban"
"Ohio",2016,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Ohio",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Ohio",2016,"Transitional Benefits Alternative (TBA)","No"
"Ohio",2016,"Demonstrations for the Elderly and Disabled","None"
"Ohio",2016,"Combined Application Project (CAP)","No"
"Ohio",2016,"Online Application","Apply & recertify"
"Ohio",2016,"Online Case Management","Report changes"
"Ohio",2016,"Electronic Case Files","Completely electronic files in specific project areas"
"Ohio",2016,"Call Centers","No call center"
"Ohio",2016,"Mobile Technology","No"
"Oklahoma",2016,"Program Administration","State-administered"
"Oklahoma",2016,"SNAP Certification Workflow and Case Management","Varies by project area"
"Oklahoma",2016,"Joint Processing—Medicaid","Joint application & processing in some cases"
"Oklahoma",2016,"Joint Processing—TANF","Joint application & processing in some cases"
"Oklahoma",2016,"Reporting Requirements","Simplified & change reporting"
"Oklahoma",2016,"Simplified Reporting—Action on Changes","Act only on changes that result in an increase in household benefits"
"Oklahoma",2016,"Simplified Reporting—Certification Length","12 & 24 months"
"Oklahoma",2016,"Simplified Income and Resources","Neither Another method:"
"Oklahoma",2016,"Simplified Self-Employment Determination","Net income from income tax return** switching to a flat percentage 3/2017"
"Oklahoma",2016,"Simplified Homeless Housing Cost","No"
"Oklahoma",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Oklahoma",2016,"Treatment of Child Support Payments","Child support expense income deduction Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"Oklahoma",2016,"Child Support Related Disqualification","None"
"Oklahoma",2016,"Comparable Disqualifications","No"
"Oklahoma",2016,"Drug Felony Disqualifications","No ban"
"Oklahoma",2016,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Oklahoma",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Oklahoma",2016,"Transitional Benefits Alternative (TBA)","Yes"
"Oklahoma",2016,"Demonstrations for the Elderly and Disabled","None"
"Oklahoma",2016,"Combined Application Project (CAP)","No"
"Oklahoma",2016,"Online Application","Apply & recertify"
"Oklahoma",2016,"Online Case Management","View case information, report changes, & upload documents for verification"
"Oklahoma",2016,"Electronic Case Files","Completely electronic files statewide"
"Oklahoma",2016,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, accept initial applications, accept recertifications, & conduct interviews"
"Oklahoma",2016,"Mobile Technology","Mobile app SNAP State Options Report • 66"
"Oregon",2016,"Program Administration","State-administered"
"Oregon",2016,"SNAP Certification Workflow and Case Management","Varies by project area"
"Oregon",2016,"Joint Processing—Medicaid","Joint processing n some cases only"
"Oregon",2016,"Joint Processing—TANF","Joint application & processing"
"Oregon",2016,"Reporting Requirements","Simplified & change reporting"
"Oregon",2016,"Simplified Reporting—Action on Changes","Act only on changes that result in an increase in household benefits"
"Oregon",2016,"Simplified Reporting—Certification Length","4, 6, 12, & 24 months"
"Oregon",2016,"Simplified Income and Resources","Neither"
"Oregon",2016,"Simplified Self-Employment Determination","Flat percentage: 50%"
"Oregon",2016,"Simplified Homeless Housing Cost","No"
"Oregon",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Oregon",2016,"Treatment of Child Support Payments","Child support expense income deduction Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count none Deductions of Ineligible Non-Citizens—Post PRWORA"
"Oregon",2016,"Child Support Related Disqualification","None"
"Oregon",2016,"Comparable Disqualifications","No"
"Oregon",2016,"Drug Felony Disqualifications","No Ban"
"Oregon",2016,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Oregon",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Oregon",2016,"Transitional Benefits Alternative (TBA)","Yes"
"Oregon",2016,"Demonstrations for the Elderly and Disabled","None"
"Oregon",2016,"Combined Application Project (CAP)","No"
"Oregon",2016,"Online Application","Apply & recertify"
"Oregon",2016,"Online Case Management","No"
"Oregon",2016,"Electronic Case Files","Completely electronic files statewide"
"Oregon",2016,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, accept initial application, accept recertification applications, & conduct interviews"
"Oregon",2016,"Mobile Technology","No"
"Pennsylvania",2016,"Program Administration","State-administered"
"Pennsylvania",2016,"SNAP Certification Workflow and Case Management","Varies by project area"
"Pennsylvania",2016,"Joint Processing—Medicaid","Joint application & processing"
"Pennsylvania",2016,"Joint Processing—TANF","Joint application & processing"
"Pennsylvania",2016,"Reporting Requirements","Simplified & change reporting"
"Pennsylvania",2016,"Simplified Reporting—Action on Changes","Act on all changes"
"Pennsylvania",2016,"Simplified Reporting—Certification Length","12 & 24 months"
"Pennsylvania",2016,"Simplified Income and Resources","Income only"
"Pennsylvania",2016,"Simplified Self-Employment Determination","No"
"Pennsylvania",2016,"Simplified Homeless Housing Cost","Yes"
"Pennsylvania",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Pennsylvania",2016,"Treatment of Child Support Payments","Child support expense income deduction Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"Pennsylvania",2016,"Child Support Related Disqualification","None"
"Pennsylvania",2016,"Comparable Disqualifications","Yes"
"Pennsylvania",2016,"Drug Felony Disqualifications","No ban"
"Pennsylvania",2016,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Pennsylvania",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Pennsylvania",2016,"Transitional Benefits Alternative (TBA)","Yes"
"Pennsylvania",2016,"Demonstrations for the Elderly and Disabled","ESAP"
"Pennsylvania",2016,"Combined Application Project (CAP)","Standard CAP"
"Pennsylvania",2016,"Online Application","Apply & recertify"
"Pennsylvania",2016,"Online Case Management","View case information, report changes, & upload documents for verification"
"Pennsylvania",2016,"Electronic Case Files","Partially electronic files statewide"
"Pennsylvania",2016,"Call Centers","Respond to general inquiries, respond to appli‐ cation or case-specific inquiries, accept case changes, & process changes"
"Pennsylvania",2016,"Mobile Technology","Mobile app SNAP State Options Report • 68"
"Rhode Island",2016,"Program Administration","State-administered"
"Rhode Island",2016,"SNAP Certification Workflow and Case Management","Casebanking statewide"
"Rhode Island",2016,"Joint Processing—Medicaid","Joint application & processing"
"Rhode Island",2016,"Joint Processing—TANF","Joint application & processing"
"Rhode Island",2016,"Reporting Requirements","Simplified & change reporting"
"Rhode Island",2016,"Simplified Reporting—Action on Changes","Act only on changes that result in an increase in household benefits"
"Rhode Island",2016,"Simplified Reporting—Certification Length","12 months only"
"Rhode Island",2016,"Simplified Income and Resources","Neither"
"Rhode Island",2016,"Simplified Self-Employment Determination","No"
"Rhode Island",2016,"Simplified Homeless Housing Cost","Yes"
"Rhode Island",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Rhode Island",2016,"Treatment of Child Support Payments","Child support expense income exclusion Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"Rhode Island",2016,"Child Support Related Disqualification","None"
"Rhode Island",2016,"Comparable Disqualifications","No"
"Rhode Island",2016,"Drug Felony Disqualifications","No ban"
"Rhode Island",2016,"Work Requirements and Disqualification Policy","Entire household DQ"
"Rhode Island",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Rhode Island",2016,"Transitional Benefits Alternative (TBA)","No"
"Rhode Island",2016,"Demonstrations for the Elderly and Disabled","SMD"
"Rhode Island",2016,"Combined Application Project (CAP)","No"
"Rhode Island",2016,"Online Application","Apply"
"Rhode Island",2016,"Online Case Management","Upload documents for verifications"
"Rhode Island",2016,"Electronic Case Files","Completely electronic files statewide"
"Rhode Island",2016,"Call Centers","Respond to general inquiries, respond to appli‐ cation or case-specific inquiries, accept case changes & process changes"
"Rhode Island",2016,"Mobile Technology","No"
"South Carolina",2016,"Program Administration","State-administered"
"South Carolina",2016,"SNAP Certification Workflow and Case Management","Specialized units"
"South Carolina",2016,"Joint Processing—Medicaid","Neither joint application or processing"
"South Carolina",2016,"Joint Processing—TANF","Joint application & processing"
"South Carolina",2016,"Reporting Requirements","Simplified reporting only"
"South Carolina",2016,"Simplified Reporting—Action on Changes","Act only on changes that result in an increase in household benefits"
"South Carolina",2016,"Simplified Reporting—Certification Length","12 & 24 months"
"South Carolina",2016,"Simplified Income and Resources","Income only"
"South Carolina",2016,"Simplified Self-Employment Determination","Flat percentage: 40%"
"South Carolina",2016,"Simplified Homeless Housing Cost","Yes"
"South Carolina",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"South Carolina",2016,"Treatment of Child Support Payments","Child support expense income deduction Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"South Carolina",2016,"Child Support Related Disqualification","None"
"South Carolina",2016,"Comparable Disqualifications","Yes"
"South Carolina",2016,"Drug Felony Disqualifications","Lifetime ban"
"South Carolina",2016,"Work Requirements and Disqualification Policy","Regulatory minimum"
"South Carolina",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"South Carolina",2016,"Transitional Benefits Alternative (TBA)","No"
"South Carolina",2016,"Demonstrations for the Elderly and Disabled","SMD & ESAP"
"South Carolina",2016,"Combined Application Project (CAP)","Standard CAP"
"South Carolina",2016,"Online Application","Apply"
"South Carolina",2016,"Online Case Management","No"
"South Carolina",2016,"Electronic Case Files","Completely electronic files statewide"
"South Carolina",2016,"Call Centers","Respond to general inquiries, respond to application or case specific inquiries, & accept case changes"
"South Carolina",2016,"Mobile Technology","No"
"South Dakota",2016,"Program Administration","State-administered"
"South Dakota",2016,"SNAP Certification Workflow and Case Management","Varies by project area"
"South Dakota",2016,"Joint Processing—Medicaid","Joint application & processing"
"South Dakota",2016,"Joint Processing—TANF","Joint application & processing"
"South Dakota",2016,"Reporting Requirements","Simplified reporting only"
"South Dakota",2016,"Simplified Reporting—Action on Changes","Act only on changes that result in an increase in household benefits"
"South Dakota",2016,"Simplified Reporting—Certification Length","12 months only"
"South Dakota",2016,"Simplified Income and Resources","Neither"
"South Dakota",2016,"Simplified Self-Employment Determination","Flat percentage: 55%"
"South Dakota",2016,"Simplified Homeless Housing Cost","No"
"South Dakota",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"South Dakota",2016,"Treatment of Child Support Payments","Child support expense income exclusion Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"South Dakota",2016,"Child Support Related Disqualification","None"
"South Dakota",2016,"Comparable Disqualifications","Yes"
"South Dakota",2016,"Drug Felony Disqualifications","No ban"
"South Dakota",2016,"Work Requirements and Disqualification Policy","Extended DQ"
"South Dakota",2016,"Broad Based Categorical Eligibility (BBCE)","No"
"South Dakota",2016,"Transitional Benefits Alternative (TBA)","No"
"South Dakota",2016,"Demonstrations for the Elderly and Disabled","SMD"
"South Dakota",2016,"Combined Application Project (CAP)","Modified CAP"
"South Dakota",2016,"Online Application","Apply & recertify"
"South Dakota",2016,"Online Case Management","Report changes & upload documents for verification"
"South Dakota",2016,"Electronic Case Files","Completely electronic files statewide"
"South Dakota",2016,"Call Centers","No call center"
"South Dakota",2016,"Mobile Technology","No"
"Tennessee",2016,"Program Administration","State-administered"
"Tennessee",2016,"SNAP Certification Workflow and Case Management","Varies by project area"
"Tennessee",2016,"Joint Processing—Medicaid","Joint processing in some cases only"
"Tennessee",2016,"Joint Processing—TANF","Joint application & processing in some cases"
"Tennessee",2016,"Reporting Requirements","Simplified reporting only"
"Tennessee",2016,"Simplified Reporting—Action on Changes","Act on all changes"
"Tennessee",2016,"Simplified Reporting—Certification Length","12 months only"
"Tennessee",2016,"Simplified Income and Resources","Neither"
"Tennessee",2016,"Simplified Self-Employment Determination","No"
"Tennessee",2016,"Simplified Homeless Housing Cost","Yes"
"Tennessee",2016,"Standard Utility Allowances (SUAs)","SUAs that are not mandatory"
"Tennessee",2016,"Treatment of Child Support Payments","Child support expense income deduction Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"Tennessee",2016,"Child Support Related Disqualification","None"
"Tennessee",2016,"Comparable Disqualifications","No"
"Tennessee",2016,"Drug Felony Disqualifications","Modified ban: requiring participation in a drug treatment program"
"Tennessee",2016,"Work Requirements and Disqualification Policy","Extended DQ"
"Tennessee",2016,"Broad Based Categorical Eligibility (BBCE)","No"
"Tennessee",2016,"Transitional Benefits Alternative (TBA)","Yes"
"Tennessee",2016,"Demonstrations for the Elderly and Disabled","None"
"Tennessee",2016,"Combined Application Project (CAP)","No"
"Tennessee",2016,"Online Application","Apply & recertify"
"Tennessee",2016,"Online Case Management","View case information"
"Tennessee",2016,"Electronic Case Files","Partially electronic files statewide"
"Tennessee",2016,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, accept recertification applications, & conduct interviews"
"Tennessee",2016,"Mobile Technology","No"
"Texas",2016,"Program Administration","State-administered"
"Texas",2016,"SNAP Certification Workflow and Case Management","Varies by project area"
"Texas",2016,"Joint Processing—Medicaid","Joint application & processing"
"Texas",2016,"Joint Processing—TANF","Joint application & processing"
"Texas",2016,"Reporting Requirements","Simplified reporting only"
"Texas",2016,"Simplified Reporting—Action on Changes","Act on all changes"
"Texas",2016,"Simplified Reporting—Certification Length","6 months only"
"Texas",2016,"Simplified Income and Resources","Income & resources"
"Texas",2016,"Simplified Self-Employment Determination","No"
"Texas",2016,"Simplified Homeless Housing Cost","Yes"
"Texas",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Texas",2016,"Treatment of Child Support Payments","Child support expense income deduction Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"Texas",2016,"Child Support Related Disqualification","None"
"Texas",2016,"Comparable Disqualifications","No"
"Texas",2016,"Drug Felony Disqualifications","Modified ban: limiting circumstances in which the permanent DQ applies; & imposing a tem‐ porary DQ period"
"Texas",2016,"Work Requirements and Disqualification Policy","Entire household DQ"
"Texas",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Texas",2016,"Transitional Benefits Alternative (TBA)","No"
"Texas",2016,"Demonstrations for the Elderly and Disabled","SMD"
"Texas",2016,"Combined Application Project (CAP)","Modified CAP"
"Texas",2016,"Online Application","Apply & recertify"
"Texas",2016,"Online Case Management","View case information, report changes, & upload documents for verification"
"Texas",2016,"Electronic Case Files","Completely electronic files statewide"
"Texas",2016,"Call Centers","Respond to general inquiries, respond to appli‐ cation or case-specific inquiries, & accept case changes"
"Texas",2016,"Mobile Technology","SMS messaging and mobile app SNAP State Options Report • 73"
"Utah",2016,"Program Administration","State-administered"
"Utah",2016,"SNAP Certification Workflow and Case Management","Casebanking statewide"
"Utah",2016,"Joint Processing—Medicaid","Joint application & processing"
"Utah",2016,"Joint Processing—TANF","Joint application & processing"
"Utah",2016,"Reporting Requirements","Simplified reporting only"
"Utah",2016,"Simplified Reporting—Action on Changes","Act on all changes"
"Utah",2016,"Simplified Reporting—Certification Length","6 & 12 months"
"Utah",2016,"Simplified Income and Resources","Income & resources"
"Utah",2016,"Simplified Self-Employment Determination","No"
"Utah",2016,"Simplified Homeless Housing Cost","Yes"
"Utah",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Utah",2016,"Treatment of Child Support Payments","Child support expense income deduction Treatment of Income and Count all Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"Utah",2016,"Child Support Related Disqualification","None"
"Utah",2016,"Comparable Disqualifications","No"
"Utah",2016,"Drug Felony Disqualifications","Lifetime ban"
"Utah",2016,"Work Requirements and Disqualification Policy","Extended DQ"
"Utah",2016,"Broad Based Categorical Eligibility (BBCE)","No"
"Utah",2016,"Transitional Benefits Alternative (TBA)","No"
"Utah",2016,"Demonstrations for the Elderly and Disabled","None"
"Utah",2016,"Combined Application Project (CAP)","No"
"Utah",2016,"Online Application","Apply & recertify"
"Utah",2016,"Online Case Management","View case information, report changes, & upload documents for verification"
"Utah",2016,"Electronic Case Files","Completely electronic files statewide"
"Utah",2016,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, accept initial application, accept recertification applications, & conduct interviews"
"Utah",2016,"Mobile Technology","SMS messaging and mobile app SNAP State Options Report • 74"
"Vermont",2016,"Program Administration","State-administered"
"Vermont",2016,"SNAP Certification Workflow and Case Management","Casebanking statewide"
"Vermont",2016,"Joint Processing—Medicaid","Neither joint application or processing"
"Vermont",2016,"Joint Processing—TANF","Joint application & processing in some cases"
"Vermont",2016,"Reporting Requirements","Simplified & change reporting"
"Vermont",2016,"Simplified Reporting—Action on Changes","Act on all changes"
"Vermont",2016,"Simplified Reporting—Certification Length","12 months only"
"Vermont",2016,"Simplified Income and Resources","Neither"
"Vermont",2016,"Simplified Self-Employment Determination","No"
"Vermont",2016,"Simplified Homeless Housing Cost","No"
"Vermont",2016,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Vermont",2016,"Treatment of Child Support Payments","Child support expense income exclusion Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Pre PRWORA Treatment of Income and Count all but prorated share Deductions of Ineligible Non-Citizens—Post PRWORA"
"Vermont",2016,"Child Support Related Disqualification","None"
"Vermont",2016,"Comparable Disqualifications","No"
"Vermont",2016,"Drug Felony Disqualifications","No ban"
"Vermont",2016,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Vermont",2016,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Vermont",2016,"Transitional Benefits Alternative (TBA)","No"
"Vermont",2016,"Demonstrations for the Elderly and Disabled","SMD"
