report_year,source,jurisdiction,page,variable,label_raw,label_norm,value_raw
2016,12-State_Options_Oct1_2015.pdf,Minnesota,54,comparable_disq,Comparable Disqualifications,comparable disqualifications,No
2016,12-State_Options_Oct1_2015.pdf,Minnesota,54,drug_felony,Drug Felony Disqualifications,drug felony disqualifications,"Modifications include: requiring drug testing, imposing a temporary DQ period, & 1st occurrence, 30% sanction until passes drug test, 2nd occurrence, permanent DQ"
2016,12-State_Options_Oct1_2015.pdf,Minnesota,54,work_requirements,Work Requirements and Disqualification Policy,work requirements and disqualification policy,Regulatory minimum
2016,12-State_Options_Oct1_2015.pdf,Minnesota,54,bbce,Broad Based Categorical Eligibility (BBCE),broad based categorical eligibility bbce,Yes
2016,12-State_Options_Oct1_2015.pdf,Minnesota,54,tba,Transitional Benefits Alternative (TBA),transitional benefits alternative tba,No
2016,12-State_Options_Oct1_2015.pdf,Minnesota,54,,Document Imaging,document imaging,Partially electronic files in specific project areas
2016,12-State_Options_Oct1_2015.pdf,Minnesota,54,demonstrations,Demonstrations for the Elderly and Disabled,demonstrations for the elderly and disabled,None
2016,12-State_Options_Oct1_2015.pdf,Minnesota,54,cap,Combined Application Project (CAP),combined application project cap,No
2016,12-State_Options_Oct1_2015.pdf,Minnesota,54,,Online Application,online application,Apply
2016,12-State_Options_Oct1_2015.pdf,Minnesota,54,,Online Case Management,online case management,No online case management
2016,12-State_Options_Oct1_2015.pdf,Minnesota,54,,Call Centers,call centers,No call center
2016,12-State_Options_Oct1_2015.pdf,Minnesota,54,,Mobile Technology,mobile technology,No mobile technology
2016,12-State_Options_Oct1_2015.pdf,Mississippi,55,,SNAP Name,snap name,Supplemental Nutrition Assistance Program
2016,12-State_Options_Oct1_2015.pdf,Mississippi,55,program_admin,Program Administration,program administration,State-administered
2016,12-State_Options_Oct1_2015.pdf,Mississippi,55,reporting,Reporting Requirements,reporting requirements,Simplified reporting only
2016,12-State_Options_Oct1_2015.pdf,Mississippi,55,,Simplified Reporting - Action on Changes,simplified reporting action on changes,Act on all changes
2016,12-State_Options_Oct1_2015.pdf,Mississippi,55,cert_periods,Simplified Reporting - Certification Length,simplified reporting certification length,12 & 24 months only
2016,12-State_Options_Oct1_2015.pdf,Mississippi,55,,Simplified Income and Resources,simplified income and resources,Income & Resources
2016,12-State_Options_Oct1_2015.pdf,Mississippi,55,self_employment,Simplified Self-Employment Determination,simplified self employment determination,No
2016,12-State_Options_Oct1_2015.pdf,Mississippi,55,,Simplified Homeless Housing Cost,simplified homeless housing cost,No
2016,12-State_Options_Oct1_2015.pdf,Mississippi,55,suas,Standard Utility Allowances (SUAs),standard utility allowances suas,Mandatory SUAs
2016,12-State_Options_Oct1_2015.pdf,Mississippi,55,,Treatment of Vehicles,treatment of vehicles,All vehicles excluded
2016,12-State_Options_Oct1_2015.pdf,Mississippi,55,,Treatment of Income and Deductions of Ineligible Non-Citizens,treatment of income and deductions of ineligible non citizens,Prorate for both categories
2016,12-State_Options_Oct1_2015.pdf,Mississippi,55,child_support,Child Support Expense Exclusion,child support expense exclusion,No
2016,12-State_Options_Oct1_2015.pdf,Mississippi,55,child_support_disq,Child Support Related Disqualification,child support related disqualification,Failure to cooperate & arrearage on support payments
2016,12-State_Options_Oct1_2015.pdf,Mississippi,55,comparable_disq,Comparable Disqualifications,comparable disqualifications,Yes
2016,12-State_Options_Oct1_2015.pdf,Mississippi,55,drug_felony,Drug Felony Disqualifications,drug felony disqualifications,Lifetime ban
2016,12-State_Options_Oct1_2015.pdf,Mississippi,55,work_requirements,Work Requirements and Disqualification Policy,work requirements and disqualification policy,"Extended DQ, entire household DQ, & permanent DQ"
2016,12-State_Options_Oct1_2015.pdf,Mississippi,55,bbce,Broad Based Categorical Eligibility (BBCE),broad based categorical eligibility bbce,Yes
2016,12-State_Options_Oct1_2015.pdf,Mississippi,55,tba,Transitional Benefits Alternative (TBA),transitional benefits alternative tba,No
2016,12-State_Options_Oct1_2015.pdf,Mississippi,55,,Document Imaging,document imaging,Completely electronic files statewide
2016,12-State_Options_Oct1_2015.pdf,Mississippi,55,demonstrations,Demonstrations for the Elderly and Disabled,demonstrations for the elderly and disabled,ESAP
2016,12-State_Options_Oct1_2015.pdf,Mississippi,55,cap,Combined Application Project (CAP),combined application project cap,Standard CAP
2016,12-State_Options_Oct1_2015.pdf,Mississippi,55,,Online Application,online application,No online application
2016,12-State_Options_Oct1_2015.pdf,Mississippi,55,,Online Case Management,online case management,View case information
2016,12-State_Options_Oct1_2015.pdf,Mississippi,55,,Call Centers,call centers,No call center
2016,12-State_Options_Oct1_2015.pdf,Mississippi,55,,Mobile Technology,mobile technology,No mobile technology
2016,12-State_Options_Oct1_2015.pdf,Missouri,56,,SNAP Name,snap name,Food Stamp Program
2016,12-State_Options_Oct1_2015.pdf,Missouri,56,program_admin,Program Administration,program administration,State-administered
2016,12-State_Options_Oct1_2015.pdf,Missouri,56,reporting,Reporting Requirements,reporting requirements,Simplified reporting only
2016,12-State_Options_Oct1_2015.pdf,Missouri,56,,Simplified Reporting - Action on Changes,simplified reporting action on changes,Act on all changes
2016,12-State_Options_Oct1_2015.pdf,Missouri,56,cert_periods,Simplified Reporting - Certification Length,simplified reporting certification length,12 & 24 months only
2016,12-State_Options_Oct1_2015.pdf,Missouri,56,,Simplified Income and Resources,simplified income and resources,Neither
2016,12-State_Options_Oct1_2015.pdf,Missouri,56,self_employment,Simplified Self-Employment Determination,simplified self employment determination,No
2016,12-State_Options_Oct1_2015.pdf,Missouri,56,,Simplified Homeless Housing Cost,simplified homeless housing cost,No
2016,12-State_Options_Oct1_2015.pdf,Missouri,56,suas,Standard Utility Allowances (SUAs),standard utility allowances suas,Mandatory SUAs
2016,12-State_Options_Oct1_2015.pdf,Missouri,56,,Treatment of Vehicles,treatment of vehicles,All vehicles excluded
2016,12-State_Options_Oct1_2015.pdf,Missouri,56,,Treatment of Income and Deductions of Ineligible Non-Citizens,treatment of income and deductions of ineligible non citizens,Prorate for both categories
2016,12-State_Options_Oct1_2015.pdf,Missouri,56,child_support,Child Support Expense Exclusion,child support expense exclusion,Yes
2016,12-State_Options_Oct1_2015.pdf,Missouri,56,child_support_disq,Child Support Related Disqualification,child support related disqualification,None
2016,12-State_Options_Oct1_2015.pdf,Missouri,56,comparable_disq,Comparable Disqualifications,comparable disqualifications,No
2016,12-State_Options_Oct1_2015.pdf,Missouri,56,drug_felony,Drug Felony Disqualifications,drug felony disqualifications,"Modifications include: limiting circumstances in which permanent DQ applies, requiring drug testing, & requiring participation in drug treatment program"
2016,12-State_Options_Oct1_2015.pdf,Missouri,56,work_requirements,Work Requirements and Disqualification Policy,work requirements and disqualification policy,Regulatory minimum
2016,12-State_Options_Oct1_2015.pdf,Missouri,56,bbce,Broad Based Categorical Eligibility (BBCE),broad based categorical eligibility bbce,No
2016,12-State_Options_Oct1_2015.pdf,Missouri,56,tba,Transitional Benefits Alternative (TBA),transitional benefits alternative tba,No
2016,12-State_Options_Oct1_2015.pdf,Missouri,56,,Document Imaging,document imaging,Partially electronic files in specific project areas
2016,12-State_Options_Oct1_2015.pdf,Missouri,56,demonstrations,Demonstrations for the Elderly and Disabled,demonstrations for the elderly and disabled,SMD
2016,12-State_Options_Oct1_2015.pdf,Missouri,56,cap,Combined Application Project (CAP),combined application project cap,No
2016,12-State_Options_Oct1_2015.pdf,Missouri,56,,Online Application,online application,No online application
2016,12-State_Options_Oct1_2015.pdf,Missouri,56,,Online Case Management,online case management,Report changes
2016,12-State_Options_Oct1_2015.pdf,Missouri,56,,Call Centers,call centers,"Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, accept initial application, accept recertification applications, & conduct interviews"
2016,12-State_Options_Oct1_2015.pdf,Missouri,56,,Mobile Technology,mobile technology,No mobile technology
2016,12-State_Options_Oct1_2015.pdf,Montana,57,,SNAP Name,snap name,Supplemental Nutrition Assistance Program
2016,12-State_Options_Oct1_2015.pdf,Montana,57,program_admin,Program Administration,program administration,State-administered
2016,12-State_Options_Oct1_2015.pdf,Montana,57,reporting,Reporting Requirements,reporting requirements,Simplified & change reporting
2016,12-State_Options_Oct1_2015.pdf,Montana,57,,Simplified Reporting - Action on Changes,simplified reporting action on changes,Act on all changes
2016,12-State_Options_Oct1_2015.pdf,Montana,57,cert_periods,Simplified Reporting - Certification Length,simplified reporting certification length,12 months only
2016,12-State_Options_Oct1_2015.pdf,Montana,57,,Simplified Income and Resources,simplified income and resources,Resources only
2016,12-State_Options_Oct1_2015.pdf,Montana,57,self_employment,Simplified Self-Employment Determination,simplified self employment determination,No
2016,12-State_Options_Oct1_2015.pdf,Montana,57,,Simplified Homeless Housing Cost,simplified homeless housing cost,No
2016,12-State_Options_Oct1_2015.pdf,Montana,57,suas,Standard Utility Allowances (SUAs),standard utility allowances suas,Mandatory SUAs
2016,12-State_Options_Oct1_2015.pdf,Montana,57,,Treatment of Vehicles,treatment of vehicles,All vehicles excluded
2016,12-State_Options_Oct1_2015.pdf,Montana,57,,Treatment of Income and Deductions of Ineligible Non-Citizens,treatment of income and deductions of ineligible non citizens,Prorate for both categories
2016,12-State_Options_Oct1_2015.pdf,Montana,57,child_support,Child Support Expense Exclusion,child support expense exclusion,No
2016,12-State_Options_Oct1_2015.pdf,Montana,57,child_support_disq,Child Support Related Disqualification,child support related disqualification,None
2016,12-State_Options_Oct1_2015.pdf,Montana,57,comparable_disq,Comparable Disqualifications,comparable disqualifications,No
2016,12-State_Options_Oct1_2015.pdf,Montana,57,drug_felony,Drug Felony Disqualifications,drug felony disqualifications,Modified ban
2016,12-State_Options_Oct1_2015.pdf,Montana,57,work_requirements,Work Requirements and Disqualification Policy,work requirements and disqualification policy,Regulatory minimum
2016,12-State_Options_Oct1_2015.pdf,Montana,57,bbce,Broad Based Categorical Eligibility (BBCE),broad based categorical eligibility bbce,Yes
2016,12-State_Options_Oct1_2015.pdf,Montana,57,tba,Transitional Benefits Alternative (TBA),transitional benefits alternative tba,No
2016,12-State_Options_Oct1_2015.pdf,Montana,57,,Document Imaging,document imaging,Completely electronic files statewide
2016,12-State_Options_Oct1_2015.pdf,Montana,57,demonstrations,Demonstrations for the Elderly and Disabled,demonstrations for the elderly and disabled,None
2016,12-State_Options_Oct1_2015.pdf,Montana,57,cap,Combined Application Project (CAP),combined application project cap,No
2016,12-State_Options_Oct1_2015.pdf,Montana,57,,Online Application,online application,Apply & recertify
2016,12-State_Options_Oct1_2015.pdf,Montana,57,,Online Case Management,online case management,"View case information, report changes, & upload documents for verification"
2016,12-State_Options_Oct1_2015.pdf,Montana,57,,Call Centers,call centers,No call center
2016,12-State_Options_Oct1_2015.pdf,Montana,57,,Mobile Technology,mobile technology,No mobile technology
2016,12-State_Options_Oct1_2015.pdf,Nebraska,58,,SNAP Name,snap name,Supplemental Nutrition Assistance Program
2016,12-State_Options_Oct1_2015.pdf,Nebraska,58,program_admin,Program Administration,program administration,State-administered
2016,12-State_Options_Oct1_2015.pdf,Nebraska,58,reporting,Reporting Requirements,reporting requirements,Simplified & change reporting
2016,12-State_Options_Oct1_2015.pdf,Nebraska,58,,Simplified Reporting - Action on Changes,simplified reporting action on changes,Act on all changes
2016,12-State_Options_Oct1_2015.pdf,Nebraska,58,cert_periods,Simplified Reporting - Certification Length,simplified reporting certification length,6 months only
2016,12-State_Options_Oct1_2015.pdf,Nebraska,58,,Simplified Income and Resources,simplified income and resources,Resources only
2016,12-State_Options_Oct1_2015.pdf,Nebraska,58,self_employment,Simplified Self-Employment Determination,simplified self employment determination,No
2016,12-State_Options_Oct1_2015.pdf,Nebraska,58,,Simplified Homeless Housing Cost,simplified homeless housing cost,No
2016,12-State_Options_Oct1_2015.pdf,Nebraska,58,suas,Standard Utility Allowances (SUAs),standard utility allowances suas,Mandatory SUAs
2016,12-State_Options_Oct1_2015.pdf,Nebraska,58,,Treatment of Vehicles,treatment of vehicles,At least one vehicle excluded
2016,12-State_Options_Oct1_2015.pdf,Nebraska,58,,Treatment of Income and Deductions of Ineligible Non-Citizens,treatment of income and deductions of ineligible non citizens,Prorate for both categories
2016,12-State_Options_Oct1_2015.pdf,Nebraska,58,child_support,Child Support Expense Exclusion,child support expense exclusion,No
2016,12-State_Options_Oct1_2015.pdf,Nebraska,58,child_support_disq,Child Support Related Disqualification,child support related disqualification,Failure to cooperate
2016,12-State_Options_Oct1_2015.pdf,Nebraska,58,comparable_disq,Comparable Disqualifications,comparable disqualifications,Yes
2016,12-State_Options_Oct1_2015.pdf,Nebraska,58,drug_felony,Drug Felony Disqualifications,drug felony disqualifications,Modifications include: limiting circumstances in which the permanent DQ applies & imposing a temporary DQ period
2016,12-State_Options_Oct1_2015.pdf,Nebraska,58,work_requirements,Work Requirements and Disqualification Policy,work requirements and disqualification policy,Entire household DQ
2016,12-State_Options_Oct1_2015.pdf,Nebraska,58,bbce,Broad Based Categorical Eligibility (BBCE),broad based categorical eligibility bbce,Yes
2016,12-State_Options_Oct1_2015.pdf,Nebraska,58,tba,Transitional Benefits Alternative (TBA),transitional benefits alternative tba,Yes
2016,12-State_Options_Oct1_2015.pdf,Nebraska,58,,Document Imaging,document imaging,Completely electronic files statewide
2016,12-State_Options_Oct1_2015.pdf,Nebraska,58,demonstrations,Demonstrations for the Elderly and Disabled,demonstrations for the elderly and disabled,None
2016,12-State_Options_Oct1_2015.pdf,Nebraska,58,cap,Combined Application Project (CAP),combined application project cap,No
2016,12-State_Options_Oct1_2015.pdf,Nebraska,58,,Online Application,online application,Apply & recertify
2016,12-State_Options_Oct1_2015.pdf,Nebraska,58,,Online Case Management Call Centers,online case management call centers,"View case information, report changes, & upload documents for verification Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, accept initial application, accept recertification applications, & conduct interviews"
2016,12-State_Options_Oct1_2015.pdf,Nebraska,58,,Mobile Technology,mobile technology,SMS messaging only
2016,12-State_Options_Oct1_2015.pdf,Nevada,59,,SNAP Name,snap name,Supplemental Nutrition Assistance Program
2016,12-State_Options_Oct1_2015.pdf,Nevada,59,program_admin,Program Administration,program administration,State-administered
2016,12-State_Options_Oct1_2015.pdf,Nevada,59,reporting,Reporting Requirements,reporting requirements,Simplified & change reporting
2016,12-State_Options_Oct1_2015.pdf,Nevada,59,,Simplified Reporting - Action on Changes,simplified reporting action on changes,Act on all changes
2016,12-State_Options_Oct1_2015.pdf,Nevada,59,cert_periods,Simplified Reporting - Certification Length,simplified reporting certification length,6 months only
2016,12-State_Options_Oct1_2015.pdf,Nevada,59,,Simplified Income and Resources,simplified income and resources,Income & Resources
2016,12-State_Options_Oct1_2015.pdf,Nevada,59,self_employment,Simplified Self-Employment Determination,simplified self employment determination,No
2016,12-State_Options_Oct1_2015.pdf,Nevada,59,,Simplified Homeless Housing Cost,simplified homeless housing cost,Yes
2016,12-State_Options_Oct1_2015.pdf,Nevada,59,suas,Standard Utility Allowances (SUAs),standard utility allowances suas,Mandatory SUAs
2016,12-State_Options_Oct1_2015.pdf,Nevada,59,,Treatment of Vehicles,treatment of vehicles,At least one vehicle excluded
2016,12-State_Options_Oct1_2015.pdf,Nevada,59,,Treatment of Income and Deductions of Ineligible Non-Citizens,treatment of income and deductions of ineligible non citizens,Prorate for both categories
2016,12-State_Options_Oct1_2015.pdf,Nevada,59,child_support,Child Support Expense Exclusion,child support expense exclusion,No
2016,12-State_Options_Oct1_2015.pdf,Nevada,59,child_support_disq,Child Support Related Disqualification,child support related disqualification,None
2016,12-State_Options_Oct1_2015.pdf,Nevada,59,comparable_disq,Comparable Disqualifications,comparable disqualifications,No
2016,12-State_Options_Oct1_2015.pdf,Nevada,59,drug_felony,Drug Felony Disqualifications,drug felony disqualifications,Modifications include: requiring participation in a drug treatment program
2016,12-State_Options_Oct1_2015.pdf,Nevada,59,work_requirements,Work Requirements and Disqualification Policy,work requirements and disqualification policy,Regulatory minimum
2016,12-State_Options_Oct1_2015.pdf,Nevada,59,bbce,Broad Based Categorical Eligibility (BBCE),broad based categorical eligibility bbce,Yes
2016,12-State_Options_Oct1_2015.pdf,Nevada,59,tba,Transitional Benefits Alternative (TBA),transitional benefits alternative tba,No
2016,12-State_Options_Oct1_2015.pdf,Nevada,59,,Document Imaging,document imaging,Completely electronic files statewide
2016,12-State_Options_Oct1_2015.pdf,Nevada,59,demonstrations,Demonstrations for the Elderly and Disabled,demonstrations for the elderly and disabled,None
2016,12-State_Options_Oct1_2015.pdf,Nevada,59,cap,Combined Application Project (CAP),combined application project cap,No
2016,12-State_Options_Oct1_2015.pdf,Nevada,59,,Online Application,online application,Apply & recertify
2016,12-State_Options_Oct1_2015.pdf,Nevada,59,,Online Case Management,online case management,View case information
2016,12-State_Options_Oct1_2015.pdf,Nevada,59,,Call Centers,call centers,"Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, & process changes"
2016,12-State_Options_Oct1_2015.pdf,Nevada,59,,Mobile Technology,mobile technology,No mobile technology
2016,12-State_Options_Oct1_2015.pdf,New Hampshire,60,,SNAP Name,snap name,Food Stamps
2016,12-State_Options_Oct1_2015.pdf,New Hampshire,60,program_admin,Program Administration,program administration,State-administered
2016,12-State_Options_Oct1_2015.pdf,New Hampshire,60,reporting,Reporting Requirements,reporting requirements,Simplified reporting only
2016,12-State_Options_Oct1_2015.pdf,New Hampshire,60,,Simplified Reporting - Action on Changes,simplified reporting action on changes,Act on all changes
2016,12-State_Options_Oct1_2015.pdf,New Hampshire,60,cert_periods,Simplified Reporting - Certification Length,simplified reporting certification length,6 months only
2016,12-State_Options_Oct1_2015.pdf,New Hampshire,60,,Simplified Income and Resources,simplified income and resources,Income only
2016,12-State_Options_Oct1_2015.pdf,New Hampshire,60,self_employment,Simplified Self-Employment Determination,simplified self employment determination,No
2016,12-State_Options_Oct1_2015.pdf,New Hampshire,60,,Simplified Homeless Housing Cost,simplified homeless housing cost,Yes
2016,12-State_Options_Oct1_2015.pdf,New Hampshire,60,suas,Standard Utility Allowances (SUAs),standard utility allowances suas,Mandatory SUAs
2016,12-State_Options_Oct1_2015.pdf,New Hampshire,60,,Treatment of Vehicles,treatment of vehicles,At least one vehicle excluded
2016,12-State_Options_Oct1_2015.pdf,New Hampshire,60,,Treatment of Income and Deductions of Ineligible Non-Citizens,treatment of income and deductions of ineligible non citizens,Prorate for both categories
2016,12-State_Options_Oct1_2015.pdf,New Hampshire,60,child_support,Child Support Expense Exclusion,child support expense exclusion,No
2016,12-State_Options_Oct1_2015.pdf,New Hampshire,60,child_support_disq,Child Support Related Disqualification,child support related disqualification,None
2016,12-State_Options_Oct1_2015.pdf,New Hampshire,60,comparable_disq,Comparable Disqualifications,comparable disqualifications,No
2016,12-State_Options_Oct1_2015.pdf,New Hampshire,60,drug_felony,Drug Felony Disqualifications,drug felony disqualifications,No ban
2016,12-State_Options_Oct1_2015.pdf,New Hampshire,60,work_requirements,Work Requirements and Disqualification Policy,work requirements and disqualification policy,Extended DQ & permanent DQ
2016,12-State_Options_Oct1_2015.pdf,New Hampshire,60,bbce,Broad Based Categorical Eligibility (BBCE),broad based categorical eligibility bbce,Yes
2016,12-State_Options_Oct1_2015.pdf,New Hampshire,60,tba,Transitional Benefits Alternative (TBA),transitional benefits alternative tba,Yes
2016,12-State_Options_Oct1_2015.pdf,New Hampshire,60,,Document Imaging,document imaging,Completely electronic files statewide
2016,12-State_Options_Oct1_2015.pdf,New Hampshire,60,demonstrations,Demonstrations for the Elderly and Disabled,demonstrations for the elderly and disabled,SMD
2016,12-State_Options_Oct1_2015.pdf,New Hampshire,60,cap,Combined Application Project (CAP),combined application project cap,No
2016,12-State_Options_Oct1_2015.pdf,New Hampshire,60,,Online Application,online application,Apply & recertify
2016,12-State_Options_Oct1_2015.pdf,New Hampshire,60,,Online Case Management Call Centers,online case management call centers,"View case information, report changes, & upload documents for verification Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, accept initial application, accept recertification applications, & conduct interviews"
2016,12-State_Options_Oct1_2015.pdf,New Hampshire,60,,Mobile Technology,mobile technology,SMS messaging only
2016,12-State_Options_Oct1_2015.pdf,New Jersey,61,,SNAP Name,snap name,Supplemental Nutrition Assistance Program
2016,12-State_Options_Oct1_2015.pdf,New Jersey,61,program_admin,Program Administration,program administration,County-administered
2016,12-State_Options_Oct1_2015.pdf,New Jersey,61,reporting,Reporting Requirements,reporting requirements,Simplified & change reporting
2016,12-State_Options_Oct1_2015.pdf,New Jersey,61,,Simplified Reporting - Action on Changes,simplified reporting action on changes,Act on all changes
2016,12-State_Options_Oct1_2015.pdf,New Jersey,61,cert_periods,Simplified Reporting - Certification Length,simplified reporting certification length,12 & 24 months only
2016,12-State_Options_Oct1_2015.pdf,New Jersey,61,,Simplified Income and Resources,simplified income and resources,Resources only
2016,12-State_Options_Oct1_2015.pdf,New Jersey,61,self_employment,Simplified Self-Employment Determination,simplified self employment determination,Flat percentage: 51%
2016,12-State_Options_Oct1_2015.pdf,New Jersey,61,,Simplified Homeless Housing Cost,simplified homeless housing cost,Yes
2016,12-State_Options_Oct1_2015.pdf,New Jersey,61,suas,Standard Utility Allowances (SUAs),standard utility allowances suas,Mandatory SUAs
2016,12-State_Options_Oct1_2015.pdf,New Jersey,61,,Treatment of Vehicles,treatment of vehicles,All vehicles excluded
2016,12-State_Options_Oct1_2015.pdf,New Jersey,61,,Treatment of Income and Deductions of Ineligible Non-Citizens,treatment of income and deductions of ineligible non citizens,Prorate for both categories
2016,12-State_Options_Oct1_2015.pdf,New Jersey,61,child_support,Child Support Expense Exclusion,child support expense exclusion,Yes
2016,12-State_Options_Oct1_2015.pdf,New Jersey,61,child_support_disq,Child Support Related Disqualification,child support related disqualification,None
2016,12-State_Options_Oct1_2015.pdf,New Jersey,61,comparable_disq,Comparable Disqualifications,comparable disqualifications,Yes
2016,12-State_Options_Oct1_2015.pdf,New Jersey,61,drug_felony,Drug Felony Disqualifications,drug felony disqualifications,No ban
2016,12-State_Options_Oct1_2015.pdf,New Jersey,61,work_requirements,Work Requirements and Disqualification Policy,work requirements and disqualification policy,Regulatory minimum
2016,12-State_Options_Oct1_2015.pdf,New Jersey,61,bbce,Broad Based Categorical Eligibility (BBCE),broad based categorical eligibility bbce,Yes
2016,12-State_Options_Oct1_2015.pdf,New Jersey,61,tba,Transitional Benefits Alternative (TBA),transitional benefits alternative tba,No
2016,12-State_Options_Oct1_2015.pdf,New Jersey,61,,Document Imaging,document imaging,Completely electronic files statewide
2016,12-State_Options_Oct1_2015.pdf,New Jersey,61,demonstrations,Demonstrations for the Elderly and Disabled,demonstrations for the elderly and disabled,None
2016,12-State_Options_Oct1_2015.pdf,New Jersey,61,cap,Combined Application Project (CAP),combined application project cap,Modified CAP
2016,12-State_Options_Oct1_2015.pdf,New Jersey,61,,Online Application,online application,Apply
2016,12-State_Options_Oct1_2015.pdf,New Jersey,61,,Online Case Management,online case management,No online case management
2016,12-State_Options_Oct1_2015.pdf,New Jersey,61,,Call Centers,call centers,No call center
2016,12-State_Options_Oct1_2015.pdf,New Jersey,61,,Mobile Technology,mobile technology,No mobile technology
2016,12-State_Options_Oct1_2015.pdf,New Mexico,62,,SNAP Name,snap name,Supplemental Nutrition Assistance Program
2016,12-State_Options_Oct1_2015.pdf,New Mexico,62,program_admin,Program Administration,program administration,State-administered
2016,12-State_Options_Oct1_2015.pdf,New Mexico,62,reporting,Reporting Requirements,reporting requirements,Simplified reporting only
2016,12-State_Options_Oct1_2015.pdf,New Mexico,62,,Simplified Reporting - Action on Changes,simplified reporting action on changes,Act only on changes that result in an increase in household benefits
2016,12-State_Options_Oct1_2015.pdf,New Mexico,62,cert_periods,Simplified Reporting - Certification Length,simplified reporting certification length,12 & 24 months only
2016,12-State_Options_Oct1_2015.pdf,New Mexico,62,,Simplified Income and Resources,simplified income and resources,Income only
2016,12-State_Options_Oct1_2015.pdf,New Mexico,62,self_employment,Simplified Self-Employment Determination,simplified self employment determination,No
2016,12-State_Options_Oct1_2015.pdf,New Mexico,62,,Simplified Homeless Housing Cost,simplified homeless housing cost,Yes
2016,12-State_Options_Oct1_2015.pdf,New Mexico,62,suas,Standard Utility Allowances (SUAs),standard utility allowances suas,Mandatory SUAs
2016,12-State_Options_Oct1_2015.pdf,New Mexico,62,,Treatment of Vehicles,treatment of vehicles,All vehicles excluded
2016,12-State_Options_Oct1_2015.pdf,New Mexico,62,,Treatment of Income and Deductions of Ineligible Non-Citizens,treatment of income and deductions of ineligible non citizens,All for category 1 & Prorate for category 2
2016,12-State_Options_Oct1_2015.pdf,New Mexico,62,child_support,Child Support Expense Exclusion,child support expense exclusion,No
2016,12-State_Options_Oct1_2015.pdf,New Mexico,62,child_support_disq,Child Support Related Disqualification,child support related disqualification,Failure to cooperate
2016,12-State_Options_Oct1_2015.pdf,New Mexico,62,comparable_disq,Comparable Disqualifications,comparable disqualifications,Yes
2016,12-State_Options_Oct1_2015.pdf,New Mexico,62,drug_felony,Drug Felony Disqualifications,drug felony disqualifications,No ban
2016,12-State_Options_Oct1_2015.pdf,New Mexico,62,work_requirements,Work Requirements and Disqualification Policy,work requirements and disqualification policy,Extended DQ
2016,12-State_Options_Oct1_2015.pdf,New Mexico,62,bbce,Broad Based Categorical Eligibility (BBCE),broad based categorical eligibility bbce,Yes
2016,12-State_Options_Oct1_2015.pdf,New Mexico,62,tba,Transitional Benefits Alternative (TBA),transitional benefits alternative tba,Yes
2016,12-State_Options_Oct1_2015.pdf,New Mexico,62,,Document Imaging,document imaging,Completely electronic files statewide
2016,12-State_Options_Oct1_2015.pdf,New Mexico,62,demonstrations,Demonstrations for the Elderly and Disabled,demonstrations for the elderly and disabled,None
2016,12-State_Options_Oct1_2015.pdf,New Mexico,62,cap,Combined Application Project (CAP),combined application project cap,No
2016,12-State_Options_Oct1_2015.pdf,New Mexico,62,,Online Application,online application,Apply & recertify
2016,12-State_Options_Oct1_2015.pdf,New Mexico,62,,Online Case Management Call Centers,online case management call centers,"View case information, report changes, & upload documents for verification Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, & conduct interviews"
2016,12-State_Options_Oct1_2015.pdf,New Mexico,62,,Mobile Technology,mobile technology,No mobile technology
2016,12-State_Options_Oct1_2015.pdf,New York,63,,SNAP Name,snap name,Supplemental Nutrition Assistance Program
2016,12-State_Options_Oct1_2015.pdf,New York,63,program_admin,Program Administration,program administration,County-administered
2016,12-State_Options_Oct1_2015.pdf,New York,63,reporting,Reporting Requirements,reporting requirements,Simplified & change reporting
2016,12-State_Options_Oct1_2015.pdf,New York,63,,Simplified Reporting - Action on Changes,simplified reporting action on changes,Act only on changes that result in an increase in household benefits
2016,12-State_Options_Oct1_2015.pdf,New York,63,cert_periods,Simplified Reporting - Certification Length,simplified reporting certification length,"6, 12, & 24 months"
2016,12-State_Options_Oct1_2015.pdf,New York,63,,Simplified Income and Resources,simplified income and resources,Income & Resources
2016,12-State_Options_Oct1_2015.pdf,New York,63,self_employment,Simplified Self-Employment Determination,simplified self employment determination,No
2016,12-State_Options_Oct1_2015.pdf,New York,63,,Simplified Homeless Housing Cost,simplified homeless housing cost,Yes
2016,12-State_Options_Oct1_2015.pdf,New York,63,suas,Standard Utility Allowances (SUAs),standard utility allowances suas,Mandatory SUAs
2016,12-State_Options_Oct1_2015.pdf,New York,63,,Treatment of Vehicles,treatment of vehicles,All vehicles excluded
2016,12-State_Options_Oct1_2015.pdf,New York,63,,Treatment of Income and Deductions of Ineligible Non-Citizens,treatment of income and deductions of ineligible non citizens,Prorate for both categories
2016,12-State_Options_Oct1_2015.pdf,New York,63,child_support,Child Support Expense Exclusion,child support expense exclusion,Yes
2016,12-State_Options_Oct1_2015.pdf,New York,63,child_support_disq,Child Support Related Disqualification,child support related disqualification,None
