"state","year","category","status"
"Kentucky",2015,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, accept initial application, accept recertification applications, & conduct interviews"
"Kentucky",2015,"Mobile Technology","No"
"Louisiana",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"Louisiana",2015,"Program Administration","State-administered"
"Louisiana",2015,"Reporting Requirements","Simplified reporting only"
"Louisiana",2015,"Simplified Reporting - Action on Changes","Act only on changes that result in an increase in household benefits"
"Louisiana",2015,"Simplified Reporting - Certification Length","12 & 24 months only"
"Louisiana",2015,"Simplified Income and Resources","Income & Resources"
"Louisiana",2015,"Simplified Self-Employment Determination","No"
"Louisiana",2015,"Simplified Homeless Housing Cost","No"
"Louisiana",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Louisiana",2015,"Treatment of Vehicles","All vehicles excluded"
"Louisiana",2015,"Child Support Expense Exclusion","Yes"
"Louisiana",2015,"Child Support Related Disqualification","None"
"Louisiana",2015,"Comparable Disqualifications","Yes"
"Louisiana",2015,"Drug Felony Disqualifications","Modified ban: imposing temporary DQ period"
"Louisiana",2015,"Work Requirements and Disqualification Policy","Extended DQ & entire household DQ"
"Louisiana",2015,"Broad Based Categorical Eligibility (BBCE)","No"
"Louisiana",2015,"Transitional Benefits Alternative (TBA)","No"
"Louisiana",2015,"Document Imaging","Completely electronic files statewide"
"Louisiana",2015,"Demonstrations for the Elderly and Disabled","None"
"Louisiana",2015,"Combined Application Project (CAP)","Modified CAP"
"Louisiana",2015,"Online Application","Apply & recertify"
"Louisiana",2015,"Online Case Management","View case information, report changes, & upload documents for verification"
"Louisiana",2015,"Call Centers","Respond to general inquiries"
"Louisiana",2015,"Mobile Technology","SMS messaging only"
"Maine",2015,"SNAP Name","Food Supplement Program"
"Maine",2015,"Program Administration","State-administered"
"Maine",2015,"Reporting Requirements","Simplified reporting only"
"Maine",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"Maine",2015,"Simplified Reporting - Certification Length","12 months only"
"Maine",2015,"Simplified Income and Resources","Income & Resources"
"Maine",2015,"Simplified Self-Employment Determination","No"
"Maine",2015,"Simplified Homeless Housing Cost","Yes"
"Maine",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Maine",2015,"Treatment of Vehicles","At least one vehicle excluded"
"Maine",2015,"Child Support Expense Exclusion","Yes"
"Maine",2015,"Child Support Related Disqualification","None"
"Maine",2015,"Comparable Disqualifications","Yes"
"Maine",2015,"Drug Felony Disqualifications","No ban"
"Maine",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Maine",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Maine",2015,"Transitional Benefits Alternative (TBA)","Yes"
"Maine",2015,"Document Imaging","Partially electronic files statewide"
"Maine",2015,"Demonstrations for the Elderly and Disabled","None"
"Maine",2015,"Combined Application Project (CAP)","No"
"Maine",2015,"Online Application","Apply & recertify"
"Maine",2015,"Online Case Management","View case information, report changes, & upload documents for verification"
"Maine",2015,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, accept initial application, & accept recertification applications"
"Maine",2015,"Mobile Technology","No"
"Maryland",2015,"SNAP Name","Food Supplement Program"
"Maryland",2015,"Program Administration","State-administered"
"Maryland",2015,"Reporting Requirements","Simplified reporting only"
"Maryland",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"Maryland",2015,"Simplified Reporting - Certification Length","12 months only"
"Maryland",2015,"Simplified Income and Resources","Income only"
"Maryland",2015,"Simplified Self-Employment Determination","Flat percentage: 30%"
"Maryland",2015,"Simplified Homeless Housing Cost","Yes"
"Maryland",2015,"Standard Utility Allowances (SUAs)","SUAs that are not mandatory"
"Maryland",2015,"Treatment of Vehicles","All vehicles excluded"
"Maryland",2015,"Child Support Expense Exclusion","Yes"
"Maryland",2015,"Child Support Related Disqualification","None"
"Maryland",2015,"Comparable Disqualifications","Yes"
"Maryland",2015,"Drug Felony Disqualifications","Modifications include: requiring drug testing, participation in drug treatment program, & imposing temporary DQ period"
"Maryland",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Maryland",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Maryland",2015,"Transitional Benefits Alternative (TBA)","Yes"
"Maryland",2015,"Document Imaging","Completely electronic files statewide"
"Maryland",2015,"Demonstrations for the Elderly and Disabled","ESAP"
"Maryland",2015,"Combined Application Project (CAP)","Modified CAP"
"Maryland",2015,"Online Application","Apply"
"Maryland",2015,"Online Case Management","Report changes & upload documents for verification"
"Maryland",2015,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, & process changes"
"Maryland",2015,"Mobile Technology","No"
"Massachusetts",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"Massachusetts",2015,"Program Administration","State-administered"
"Massachusetts",2015,"Reporting Requirements","Simplified & change reporting"
"Massachusetts",2015,"Simplified Reporting - Action on Changes","Act only on changes that result in an increase in household benefits"
"Massachusetts",2015,"Simplified Reporting - Certification Length","6, 12, & 24 months"
"Massachusetts",2015,"Simplified Income and Resources","Income & Resources"
"Massachusetts",2015,"Simplified Self-Employment Determination","No"
"Massachusetts",2015,"Simplified Homeless Housing Cost","Yes"
"Massachusetts",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Massachusetts",2015,"Treatment of Vehicles","All vehicles excluded"
"Massachusetts",2015,"Child Support Expense Exclusion","Yes"
"Massachusetts",2015,"Child Support Related Disqualification","None"
"Massachusetts",2015,"Comparable Disqualifications","Yes"
"Massachusetts",2015,"Drug Felony Disqualifications","No ban"
"Massachusetts",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Massachusetts",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Massachusetts",2015,"Transitional Benefits Alternative (TBA)","Yes"
"Massachusetts",2015,"Document Imaging","Completely electronic files statewide"
"Massachusetts",2015,"Demonstrations for the Elderly and Disabled","SMD"
"Massachusetts",2015,"Combined Application Project (CAP)","Standard CAP"
"Massachusetts",2015,"Online Application","Apply & recertify"
"Massachusetts",2015,"Online Case Management",""
"Massachusetts",2015,"Call Centers","No case changes, process changes, accept initial application, accept recertification applications, & conduct interviews"
"Massachusetts",2015,"Mobile Technology","No"
"Michigan",2015,"SNAP Name","Food Assistance Program"
"Michigan",2015,"Program Administration","State-administered"
"Michigan",2015,"Reporting Requirements","Simplified & change reporting"
"Michigan",2015,"Simplified Reporting - Action on Changes","Act only on changes that result in an increase in household benefits"
"Michigan",2015,"Simplified Reporting - Certification Length","12 months only"
"Michigan",2015,"Simplified Income and Resources","Resources only"
"Michigan",2015,"Simplified Self-Employment Determination","Flat percentage: 25%"
"Michigan",2015,"Simplified Homeless Housing Cost","No"
"Michigan",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Michigan",2015,"Treatment of Vehicles","At least one vehicle excluded"
"Michigan",2015,"Child Support Expense Exclusion","No"
"Michigan",2015,"Child Support Related Disqualification","Failure to cooperate"
"Michigan",2015,"Comparable Disqualifications","No"
"Michigan",2015,"Drug Felony Disqualifications","Lifetime ban"
"Michigan",2015,"Work Requirements and Disqualification Policy","Extended DQ"
"Michigan",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Michigan",2015,"Transitional Benefits Alternative (TBA)","No"
"Michigan",2015,"Document Imaging","Completely electronic files statewide"
"Michigan",2015,"Demonstrations for the Elderly and Disabled","None"
"Michigan",2015,"Combined Application Project (CAP)","Modified CAP"
"Michigan",2015,"Online Application","Apply"
"Michigan",2015,"Online Case Management","View case information, report changes, & upload documents for verification"
"Michigan",2015,"Call Centers","No call center"
"Michigan",2015,"Mobile Technology","SMS messaging only"
"Minnesota",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"Minnesota",2015,"Program Administration","County-administered"
"Minnesota",2015,"Reporting Requirements","Simplified, change, & monthly reporting"
"Minnesota",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"Minnesota",2015,"Simplified Reporting - Certification Length","12 months only"
"Minnesota",2015,"Simplified Income and Resources","Neither"
"Minnesota",2015,"Simplified Self-Employment Determination","Another method: provides clients two methods based on either 50% current gross self employment income or their annual selfemployment taxable income filed with the IRS within the last twelve months"
"Minnesota",2015,"Simplified Homeless Housing Cost","No"
"Minnesota",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Minnesota",2015,"Treatment of Vehicles","All vehicles excluded"
"Minnesota",2015,"Child Support Expense Exclusion","No"
"Minnesota",2015,"Child Support Related Disqualification","None"
"Minnesota",2015,"Comparable Disqualifications","No Modifications include: requiring drug testing, imposing a temporary"
"Minnesota",2015,"Drug Felony Disqualifications","DQ period, & 1st occurrence, 30% sanction until passes drug test, 2nd occurrence, permanent DQ"
"Minnesota",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Minnesota",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Minnesota",2015,"Transitional Benefits Alternative (TBA)","No"
"Minnesota",2015,"Document Imaging","Partially electronic files in specific project areas"
"Minnesota",2015,"Demonstrations for the Elderly and Disabled","None"
"Minnesota",2015,"Combined Application Project (CAP)","No"
"Minnesota",2015,"Online Application","Apply"
"Minnesota",2015,"Online Case Management","No"
"Minnesota",2015,"Call Centers","No call center"
"Minnesota",2015,"Mobile Technology","No"
"Mississippi",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"Mississippi",2015,"Program Administration","State-administered"
"Mississippi",2015,"Reporting Requirements","Simplified reporting only"
"Mississippi",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"Mississippi",2015,"Simplified Reporting - Certification Length","12 & 24 months only"
"Mississippi",2015,"Simplified Income and Resources","Income & Resources"
"Mississippi",2015,"Simplified Self-Employment Determination","No"
"Mississippi",2015,"Simplified Homeless Housing Cost","No"
"Mississippi",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Mississippi",2015,"Treatment of Vehicles","All vehicles excluded"
"Mississippi",2015,"Child Support Expense Exclusion","No"
"Mississippi",2015,"Child Support Related Disqualification","Failure to cooperate & arrearage on support payments"
"Mississippi",2015,"Comparable Disqualifications","Yes"
"Mississippi",2015,"Drug Felony Disqualifications","Lifetime ban Extended DQ, entire household"
"Mississippi",2015,"Work Requirements and Disqualification Policy","DQ, & permanent DQ"
"Mississippi",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Mississippi",2015,"Transitional Benefits Alternative (TBA)","No"
"Mississippi",2015,"Document Imaging","Completely electronic files statewide"
"Mississippi",2015,"Demonstrations for the Elderly and Disabled","ESAP"
"Mississippi",2015,"Combined Application Project (CAP)","Standard CAP"
"Mississippi",2015,"Online Application","No"
"Mississippi",2015,"Online Case Management","View case information"
"Mississippi",2015,"Call Centers","No call center"
"Mississippi",2015,"Mobile Technology","No"
"Missouri",2015,"SNAP Name","Food Stamp Program"
"Missouri",2015,"Program Administration","State-administered"
"Missouri",2015,"Reporting Requirements","Simplified reporting only"
"Missouri",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"Missouri",2015,"Simplified Reporting - Certification Length","12 & 24 months only"
"Missouri",2015,"Simplified Income and Resources","Neither"
"Missouri",2015,"Simplified Self-Employment Determination","No"
"Missouri",2015,"Simplified Homeless Housing Cost","No"
"Missouri",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Missouri",2015,"Treatment of Vehicles","All vehicles excluded"
"Missouri",2015,"Child Support Expense Exclusion","Yes"
"Missouri",2015,"Child Support Related Disqualification","None"
"Missouri",2015,"Comparable Disqualifications","No Modifications include: limiting circumstances in which permanent"
"Missouri",2015,"Drug Felony Disqualifications","DQ applies, requiring drug testing, & requiring participation in drug treatment program"
"Missouri",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Missouri",2015,"Broad Based Categorical Eligibility (BBCE)","No"
"Missouri",2015,"Transitional Benefits Alternative (TBA)","No"
"Missouri",2015,"Document Imaging","Partially electronic files in specific project areas"
"Missouri",2015,"Demonstrations for the Elderly and Disabled","SMD"
"Missouri",2015,"Combined Application Project (CAP)","No"
"Missouri",2015,"Online Application","No"
"Missouri",2015,"Online Case Management","Report changes"
"Missouri",2015,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, accept initial application, accept recertification applications, & conduct interviews"
"Missouri",2015,"Mobile Technology","No"
"Montana",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"Montana",2015,"Program Administration","State-administered"
"Montana",2015,"Reporting Requirements","Simplified & change reporting"
"Montana",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"Montana",2015,"Simplified Reporting - Certification Length","12 months only"
"Montana",2015,"Simplified Income and Resources","Resources only"
"Montana",2015,"Simplified Self-Employment Determination","No"
"Montana",2015,"Simplified Homeless Housing Cost","No"
"Montana",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Montana",2015,"Treatment of Vehicles","All vehicles excluded"
"Montana",2015,"Child Support Expense Exclusion","No"
"Montana",2015,"Child Support Related Disqualification","None"
"Montana",2015,"Comparable Disqualifications","No"
"Montana",2015,"Drug Felony Disqualifications","Modified ban"
"Montana",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Montana",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Montana",2015,"Transitional Benefits Alternative (TBA)","No"
"Montana",2015,"Document Imaging","Completely electronic files statewide"
"Montana",2015,"Demonstrations for the Elderly and Disabled","None"
"Montana",2015,"Combined Application Project (CAP)","No"
"Montana",2015,"Online Application","Apply & recertify"
"Montana",2015,"Online Case Management","View case information, report changes, & upload documents for verification"
"Montana",2015,"Call Centers","No call center"
"Montana",2015,"Mobile Technology","No"
"Nebraska",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"Nebraska",2015,"Program Administration","State-administered"
"Nebraska",2015,"Reporting Requirements","Simplified & change reporting"
"Nebraska",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"Nebraska",2015,"Simplified Reporting - Certification Length","6 months only"
"Nebraska",2015,"Simplified Income and Resources","Resources only"
"Nebraska",2015,"Simplified Self-Employment Determination","No"
"Nebraska",2015,"Simplified Homeless Housing Cost","No"
"Nebraska",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Nebraska",2015,"Treatment of Vehicles","At least one vehicle excluded"
"Nebraska",2015,"Child Support Expense Exclusion","No"
"Nebraska",2015,"Child Support Related Disqualification","Failure to cooperate"
"Nebraska",2015,"Comparable Disqualifications","Yes"
"Nebraska",2015,"Drug Felony Disqualifications","Modifications include: limiting circumstances in which the permanent DQ applies & imposing a temporary DQ period"
"Nebraska",2015,"Work Requirements and Disqualification Policy","Entire household DQ"
"Nebraska",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Nebraska",2015,"Transitional Benefits Alternative (TBA)","Yes"
"Nebraska",2015,"Document Imaging","Completely electronic files statewide"
"Nebraska",2015,"Demonstrations for the Elderly and Disabled","None"
"Nebraska",2015,"Combined Application Project (CAP)","No"
"Nebraska",2015,"Online Application","Apply & recertify"
"Nebraska",2015,"Online Case Management","View case information, report changes, & upload documents for verification"
"Nebraska",2015,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, accept initial application, accept recertification applications, & conduct interviews"
"Nebraska",2015,"Mobile Technology","SMS messaging only"
"Nevada",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"Nevada",2015,"Program Administration","State-administered"
"Nevada",2015,"Reporting Requirements","Simplified & change reporting"
"Nevada",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"Nevada",2015,"Simplified Reporting - Certification Length","6 months only"
"Nevada",2015,"Simplified Income and Resources","Income & Resources"
"Nevada",2015,"Simplified Self-Employment Determination","No"
"Nevada",2015,"Simplified Homeless Housing Cost","Yes"
"Nevada",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Nevada",2015,"Treatment of Vehicles","At least one vehicle excluded"
"Nevada",2015,"Child Support Expense Exclusion","No"
"Nevada",2015,"Child Support Related Disqualification","None"
"Nevada",2015,"Comparable Disqualifications","No"
"Nevada",2015,"Drug Felony Disqualifications","Modifications include: requiring participation in a drug treatment program"
"Nevada",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Nevada",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Nevada",2015,"Transitional Benefits Alternative (TBA)","No"
"Nevada",2015,"Document Imaging","Completely electronic files statewide"
"Nevada",2015,"Demonstrations for the Elderly and Disabled","None"
"Nevada",2015,"Combined Application Project (CAP)","No"
"Nevada",2015,"Online Application","Apply & recertify"
"Nevada",2015,"Online Case Management","View case information"
"Nevada",2015,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, & process changes"
"Nevada",2015,"Mobile Technology","No"
"New Hampshire",2015,"SNAP Name","Food Stamps"
"New Hampshire",2015,"Program Administration","State-administered"
"New Hampshire",2015,"Reporting Requirements","Simplified reporting only"
"New Hampshire",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"New Hampshire",2015,"Simplified Reporting - Certification Length","6 months only"
"New Hampshire",2015,"Simplified Income and Resources","Income only"
"New Hampshire",2015,"Simplified Self-Employment Determination","No"
"New Hampshire",2015,"Simplified Homeless Housing Cost","Yes"
"New Hampshire",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"New Hampshire",2015,"Treatment of Vehicles","At least one vehicle excluded"
"New Hampshire",2015,"Child Support Expense Exclusion","No"
"New Hampshire",2015,"Child Support Related Disqualification","None"
"New Hampshire",2015,"Comparable Disqualifications","No"
"New Hampshire",2015,"Drug Felony Disqualifications","No ban"
"New Hampshire",2015,"Work Requirements and Disqualification Policy","Extended DQ & permanent DQ"
"New Hampshire",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"New Hampshire",2015,"Transitional Benefits Alternative (TBA)","Yes"
"New Hampshire",2015,"Document Imaging","Completely electronic files statewide"
"New Hampshire",2015,"Demonstrations for the Elderly and Disabled","SMD"
"New Hampshire",2015,"Combined Application Project (CAP)","No"
"New Hampshire",2015,"Online Application","Apply & recertify"
"New Hampshire",2015,"Online Case Management","View case information, report changes, & upload documents for verification"
"New Hampshire",2015,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, accept initial application, accept recertification applications, & conduct interviews"
"New Hampshire",2015,"Mobile Technology","SMS messaging only"
"New Jersey",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"New Jersey",2015,"Program Administration","County-administered"
"New Jersey",2015,"Reporting Requirements","Simplified & change reporting"
"New Jersey",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"New Jersey",2015,"Simplified Reporting - Certification Length","12 & 24 months only"
"New Jersey",2015,"Simplified Income and Resources","Resources only"
"New Jersey",2015,"Simplified Self-Employment Determination","Flat percentage: 51%"
"New Jersey",2015,"Simplified Homeless Housing Cost","Yes"
"New Jersey",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"New Jersey",2015,"Treatment of Vehicles","All vehicles excluded"
"New Jersey",2015,"Child Support Expense Exclusion","Yes"
"New Jersey",2015,"Child Support Related Disqualification","None"
"New Jersey",2015,"Comparable Disqualifications","Yes"
"New Jersey",2015,"Drug Felony Disqualifications","No ban"
"New Jersey",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"New Jersey",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"New Jersey",2015,"Transitional Benefits Alternative (TBA)","No"
"New Jersey",2015,"Document Imaging","Completely electronic files statewide"
"New Jersey",2015,"Demonstrations for the Elderly and Disabled","None"
"New Jersey",2015,"Combined Application Project (CAP)","Modified CAP"
"New Jersey",2015,"Online Application","Apply"
"New Jersey",2015,"Online Case Management","No"
"New Jersey",2015,"Call Centers","No call center"
"New Jersey",2015,"Mobile Technology","No"
"New Mexico",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"New Mexico",2015,"Program Administration","State-administered"
"New Mexico",2015,"Reporting Requirements","Simplified reporting only"
"New Mexico",2015,"Simplified Reporting - Action on Changes","Act only on changes that result in an increase in household benefits"
"New Mexico",2015,"Simplified Reporting - Certification Length","12 & 24 months only"
"New Mexico",2015,"Simplified Income and Resources","Income only"
"New Mexico",2015,"Simplified Self-Employment Determination","No"
"New Mexico",2015,"Simplified Homeless Housing Cost","Yes"
"New Mexico",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"New Mexico",2015,"Treatment of Vehicles","All vehicles excluded"
"New Mexico",2015,"Child Support Expense Exclusion","No"
"New Mexico",2015,"Child Support Related Disqualification","Failure to cooperate"
"New Mexico",2015,"Comparable Disqualifications","Yes"
"New Mexico",2015,"Drug Felony Disqualifications","No ban"
"New Mexico",2015,"Work Requirements and Disqualification Policy","Extended DQ"
"New Mexico",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"New Mexico",2015,"Transitional Benefits Alternative (TBA)","Yes"
"New Mexico",2015,"Document Imaging","Completely electronic files statewide"
"New Mexico",2015,"Demonstrations for the Elderly and Disabled","None"
"New Mexico",2015,"Combined Application Project (CAP)","No"
"New Mexico",2015,"Online Application","Apply & recertify"
"New Mexico",2015,"Online Case Management","View case information, report changes, & upload documents for verification"
"New Mexico",2015,"Call Centers","Respond to general inquiries, respond to application or case-specific inquiries, accept case changes, process changes, & conduct interviews"
"New Mexico",2015,"Mobile Technology","No"
"New York",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"New York",2015,"Program Administration","County-administered"
"New York",2015,"Reporting Requirements","Simplified & change reporting"
"New York",2015,"Simplified Reporting - Action on Changes","Act only on changes that result in an increase in household benefits"
"New York",2015,"Simplified Reporting - Certification Length","6, 12, & 24 months"
"New York",2015,"Simplified Income and Resources","Income & Resources"
"New York",2015,"Simplified Self-Employment Determination","No"
"New York",2015,"Simplified Homeless Housing Cost","Yes"
"New York",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"New York",2015,"Treatment of Vehicles","All vehicles excluded"
"New York",2015,"Child Support Expense Exclusion","Yes"
"New York",2015,"Child Support Related Disqualification","None"
"New York",2015,"Comparable Disqualifications","No"
"New York",2015,"Drug Felony Disqualifications","No ban"
"New York",2015,"Work Requirements and Disqualification Policy","Extended DQ"
"New York",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"New York",2015,"Transitional Benefits Alternative (TBA)","Yes"
"New York",2015,"Document Imaging","Partially electronic files statewide"
"New York",2015,"Demonstrations for the Elderly and Disabled","None"
"New York",2015,"Combined Application Project (CAP)","Standard CAP"
"New York",2015,"Online Application","Apply"
"New York",2015,"Online Case Management","No"
"New York",2015,"Call Centers","No call center"
"New York",2015,"Mobile Technology","Developing mobile app for New York City only"
"North Carolina",2015,"SNAP Name","Food and Nutrition Services"
"North Carolina",2015,"Program Administration","County-administered"
"North Carolina",2015,"Reporting Requirements","Simplified & change reporting"
"North Carolina",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"North Carolina",2015,"Simplified Reporting - Certification Length","6 & 12 months only"
"North Carolina",2015,"Simplified Income and Resources","Income & Resources"
"North Carolina",2015,"Simplified Self-Employment Determination","No"
"North Carolina",2015,"Simplified Homeless Housing Cost","No"
"North Carolina",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"North Carolina",2015,"Treatment of Vehicles","All vehicles excluded"
"North Carolina",2015,"Child Support Expense Exclusion","No"
"North Carolina",2015,"Child Support Related Disqualification","None"
"North Carolina",2015,"Comparable Disqualifications","No"
"North Carolina",2015,"Drug Felony Disqualifications","Modifications include: requiring participation in drug treatment program"
"North Carolina",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"North Carolina",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"North Carolina",2015,"Transitional Benefits Alternative (TBA)","Yes"
"North Carolina",2015,"Document Imaging","Partially electronic files in specific project areas"
"North Carolina",2015,"Demonstrations for the Elderly and Disabled","None"
"North Carolina",2015,"Combined Application Project (CAP)","Modified CAP"
"North Carolina",2015,"Online Application","Apply"
"North Carolina",2015,"Online Case Management","No"
"North Carolina",2015,"Call Centers","Respond to general inquiries"
"North Carolina",2015,"Mobile Technology","No"
"North Dakota",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"North Dakota",2015,"Program Administration","County-administered"
"North Dakota",2015,"Reporting Requirements","Simplified reporting only"
"North Dakota",2015,"Simplified Reporting - Action on Changes","Act only on changes that result in an increase in household benefits"
"North Dakota",2015,"Simplified Reporting - Certification Length","6 & 12 months only"
"North Dakota",2015,"Simplified Income and Resources","Income & Resources"
"North Dakota",2015,"Simplified Self-Employment Determination","No"
"North Dakota",2015,"Simplified Homeless Housing Cost","No"
"North Dakota",2015,"Standard Utility Allowances (SUAs)","SUAs that are not mandatory"
"North Dakota",2015,"Treatment of Vehicles","At least one vehicle excluded"
"North Dakota",2015,"Child Support Expense Exclusion","No"
"North Dakota",2015,"Child Support Related Disqualification","None"
"North Dakota",2015,"Comparable Disqualifications","No Modifications include: imposing temporary"
"North Dakota",2015,"Drug Felony Disqualifications","DQ period"
"North Dakota",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"North Dakota",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"North Dakota",2015,"Transitional Benefits Alternative (TBA)","No"
"North Dakota",2015,"Document Imaging","Partially electronic files statewide"
"North Dakota",2015,"Demonstrations for the Elderly and Disabled","SMD"
"North Dakota",2015,"Combined Application Project (CAP)","No"
"North Dakota",2015,"Online Application","Apply & recertify"
"North Dakota",2015,"Online Case Management","Upload documents for verifications"
"North Dakota",2015,"Call Centers","No call center"
"North Dakota",2015,"Mobile Technology","No"
"Ohio",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"Ohio",2015,"Program Administration","County-administered"
"Ohio",2015,"Reporting Requirements","Simplified reporting only"
"Ohio",2015,"Simplified Reporting - Action on Changes","Act on all changes"
"Ohio",2015,"Simplified Reporting - Certification Length","12 & 24 months only"
"Ohio",2015,"Simplified Income and Resources","Neither"
"Ohio",2015,"Simplified Self-Employment Determination","Flat percentage: 50%"
"Ohio",2015,"Simplified Homeless Housing Cost","Yes"
"Ohio",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Ohio",2015,"Treatment of Vehicles","All vehicles excluded"
"Ohio",2015,"Child Support Expense Exclusion","No"
"Ohio",2015,"Child Support Related Disqualification","Failure to cooperate"
"Ohio",2015,"Comparable Disqualifications","Yes"
"Ohio",2015,"Drug Felony Disqualifications","No ban"
"Ohio",2015,"Work Requirements and Disqualification Policy","Regulatory minimum"
"Ohio",2015,"Broad Based Categorical Eligibility (BBCE)","Yes"
"Ohio",2015,"Transitional Benefits Alternative (TBA)","No"
"Ohio",2015,"Document Imaging","Partially electronic files in specific project areas"
"Ohio",2015,"Demonstrations for the Elderly and Disabled","None"
"Ohio",2015,"Combined Application Project (CAP)","No"
"Ohio",2015,"Online Application","Apply & recertify"
"Ohio",2015,"Online Case Management","View case information & report changes"
"Ohio",2015,"Call Centers","No call center"
"Ohio",2015,"Mobile Technology","No"
"Oklahoma",2015,"SNAP Name","Supplemental Nutrition Assistance Program"
"Oklahoma",2015,"Program Administration","State-administered"
"Oklahoma",2015,"Reporting Requirements","Simplified & change reporting"
"Oklahoma",2015,"Simplified Reporting - Action on Changes","Act only on changes that result in an increase in household benefits"
"Oklahoma",2015,"Simplified Reporting - Certification Length","12 & 24 months only"
"Oklahoma",2015,"Simplified Income and Resources","Income only"
"Oklahoma",2015,"Simplified Self-Employment Determination","Flat percentage: 50%"
"Oklahoma",2015,"Simplified Homeless Housing Cost","No"
"Oklahoma",2015,"Standard Utility Allowances (SUAs)","Mandatory SUAs"
"Oklahoma",2015,"Treatment of Vehicles","All vehicles excluded"
"Oklahoma",2015,"Child Support Expense Exclusion","No"
